Clearness,GHI Actual,GHI Theoretical
0.56,332.78,434.7499109
0.55,333.34,426.9865196
0.56,318.83,434.6642554
0.48,341.46,372.5693618
0.45,335.16,349.2149348
0.47,330.7,364.7355986
0.57,337.45,442.3389174
0.52,320.07,403.457694
0.48,322.17,372.4224868
0.52,325.63,403.4912624
0.48,344.23,372.3800108
0.44,342.74,341.3483433
0.51,334.85,395.6537615
0.58,322.62,449.8703982
0.59,339.92,457.6267843
0.56,344.73,434.2718913
0.64,336.69,496.3107329
0.66,330.55,479.3755637
0.68,318.92,496.4230484
0.65,320,476.919717
0.3,366.21,221.2173846
0.59,309.46,437.25169
0.61,308.38,454.2900086
0.62,316.38,463.9783225
0.65,315.01,488.765067
0.59,318.52,445.7585894
0.55,329.44,417.494501
0.55,338.21,419.3911837
0.59,338.24,451.9697213
0.57,345.98,438.6439636
0.53,344.93,409.6272368
0.55,333.98,426.9902736
0.55,332.7,428.8022589
0.55,343.78,430.6396914
0.59,337.86,463.8818028
0.58,339.97,457.9854706
0.56,346.59,443.9974644
0.56,351.09,445.7911746
0.55,353.09,439.6637423
0.57,347.91,457.4123363
0.54,355.52,435.0392668
0.54,359.72,436.8087189
0.59,358.33,479.0052368
0.62,367.23,505.2808618
0.65,353.27,531.730348
0.64,361.16,525.4613321
0.61,376.64,502.5990099
0.44,399.41,363.8610643
0.5,383.98,414.9813428
0.58,371.09,483.7360559
0.64,359.24,536.4432122
0.65,357.19,547.3714383
0.69,354.69,583.7747127
0.7,348.66,595.0678581
0.65,362.57,555.0805334
0.62,372.27,531.8390956
0.57,382.47,491.146166
0.52,387.37,449.9490612
0.53,388.16,460.573282
0.54,395.05,471.2458051
0.52,391.99,455.6476072
0.6,389.58,527.8336644
0.58,394.11,512.3073068
0.56,391.73,496.6165741
0.56,402.3,498.5010256
0.53,409.83,473.5837495
0.23,406.7,206.2719015
0.62,374.19,558.0540874
0.51,397.28,460.6845539
0.52,393.05,471.3704939
0.53,400.51,482.0590521
0.44,402.54,401.5656828
0.56,387.85,512.8008835
0.7,358.76,643.0353613
0.72,337.2,663.5057306
0.7,345.59,646.9877734
0.66,366.41,611.9440273
0.61,394.38,567.0764532
0.71,349.51,661.7489808
0.7,353.45,654.0136608
0.67,377.71,627.619414
0.68,386.46,638.4776547
0.52,418.17,489.3744639
0.41,420.73,386.7185874
0.65,384.06,614.4534407
0.62,394.33,587.4288593
0.61,403.6,579.1224299
0.62,404.97,589.8451136
0.62,409.99,591.0514692
0.45,429.43,429.8058691
0.46,431.09,440.1814066
0.49,428.14,469.7407298
0.61,423.19,585.883187
0.55,424.86,529.1244202
0.45,427.94,433.6674958
0.36,432.4,347.4840912
0.44,434.77,425.3609421
0.51,441.45,493.7797151
0.52,440.26,504.1617701
0.41,439.25,398.0527912
0.55,437.81,534.6877898
0.51,438.13,496.4388572
0.36,440.38,350.8441222
0.35,437.65,341.4907797
0.46,417.34,449.3567511
0.58,418.75,567.1515752
0.62,398.16,606.9094719
0.59,409.34,578.0938644
0.59,428.48,578.3415625
0.6,428.66,588.3892802
0.59,426.16,578.8190186
0.62,426.29,608.4927115
0.62,428.22,608.7281442
0.47,434.99,461.5940931
0.57,422.81,559.9691402
0.65,412.09,638.7414005
0.68,410.82,668.4051949
0.64,423.35,629.2072305
0.59,425.73,580.1558469
0.58,430.25,570.4226944
0.58,439.44,570.5183274
0.6,437.52,590.2420082
0.59,437.34,580.4513044
0.4,448.03,393.5553269
0.46,435.46,452.5860477
0.33,447.48,324.6779991
0.55,441.71,541.1214104
0.48,442.78,472.2406178
0.37,445.02,363.9834666
0.3,437.44,295.0916399
0.5,441.27,491.7662353
0.63,426.64,619.5137287
0.58,428.03,570.2407941
0.62,427.75,609.452057
0.63,429.05,619.1207998
0.62,431.55,609.132879
0.56,433.11,550.0369283
0.59,437.25,579.3078631
0.54,443.84,529.9063108
0.48,442.8,470.7925789
0.52,443.55,509.7344758
0.55,442,538.8727041
0.43,441.55,421.0555438
0.42,440.66,411.0302295
0.37,437.71,361.8873275
0.4,440.88,391.0413681
0.48,442.48,468.9404344
0.48,441.33,468.6781508
0.2,441.48,195.1668603
0.35,442.05,341.373742
0.4,440.34,389.8915558
0.42,440.39,409.1528163
0.41,440.62,399.1507172
0.33,446.64,321.0843196
0.34,446.35,330.5982322
0.34,450.34,330.4317318
0.23,451.91,223.3836712
0.18,445.55,174.7236275
0.53,448.18,514.0876904
0.52,449.11,504.1036827
0.47,448.21,455.3294524
0.45,450.68,435.7123758
0.47,452.64,454.7477856
0.45,443,435.1467316
0.5,445.01,483.1456752
0.55,436.55,531.1545481
0.52,442.07,501.8230356
0.38,438.66,366.5056004
0.43,434.31,414.4283023
0.44,436.56,423.9472996
0.42,434.77,404.5717432
0.41,438.34,394.8278408
0.38,439.36,365.8092249
0.49,439.7,471.6104013
0.45,436.03,432.9584448
0.34,440.74,327.0311277
0.55,441.24,528.8806766
0.51,444.45,490.2419179
0.53,447.22,509.3211237
0.49,445.02,470.7556897
0.4,446.01,384.1524373
0.28,445.07,268.8099407
0.52,444.36,499.0833422
0.37,449.41,355.0139539
0.36,452.27,345.2937651
0.2,446.73,191.7774356
0.19,449.99,182.1090266
0.16,449.02,153.2989102
0.23,447.77,220.3062749
0.45,445.28,430.8756275
0.37,447.07,354.1449949
0.48,447.05,459.3030379
0.35,448.15,334.7598786
0.49,447.02,468.4897321
0.44,444.24,420.5658777
0.43,441.69,410.8237025
0.24,445.12,229.2110681
0.37,445.61,353.2399206
0.45,438.78,429.4543005
0.41,436.24,391.3789916
0.44,443.47,420.0834774
0.52,444.6,496.5866217
0.51,441.19,487.1140855
0.38,438.16,363.0109615
0.47,435.41,449.0234665
0.45,441.17,429.9902747
0.32,439.79,305.7723506
0.34,440.85,324.9139676
0.49,440.09,468.2596135
0.44,438.23,420.4849041
0.48,438.19,458.6758312
0.42,432.09,401.3466713
0.41,430.7,391.7597337
0.44,428.8,420.3968653
0.44,434.3,420.3289888
0.55,436.55,525.3738092
0.54,441.7,515.6966298
0.56,439.56,534.7141364
0.23,437.41,219.5776813
0.52,438.27,496.3183445
0.44,440.01,419.8555803
0.47,438.15,448.3725455
0.43,443.34,410.0416281
0.45,441.85,429.0055137
0.52,433.17,495.5679374
0.23,435.12,219.1191963
0.39,439.77,371.3888598
0.24,441.94,228.4676411
0.5,441.11,475.7248635
0.41,439.64,389.9233226
0.33,439.03,313.7938119
0.36,438.73,342.3261773
0.38,441.15,361.2541482
0.45,441.52,427.64925
0.38,448.22,361.0615674
0.38,441.63,360.9301678
0.34,436.45,322.7885792
0.45,433.29,427.0605692
0.23,435.66,218.1503379
0.5,431.95,473.9991069
0.57,429.68,539.9866381
0.48,434,454.4055721
0.54,431.16,510.8379959
0.52,422.21,491.5569553
0.44,429.26,415.5441445
0.55,426.7,518.975866
0.52,433.7,490.1917853
0.47,437.13,442.619812
0.45,439.52,423.354972
0.48,434.6,451.0274191
0.39,435.23,366.040347
0.29,434.68,271.860907
0.48,431.11,449.3530215
0.59,422.7,551.6052183
0.54,426.55,504.1347936
0.55,427.88,512.6686293
0.59,426.43,549.185765
0.57,430.26,529.7067822
0.54,431.05,500.9506854
0.25,431.14,231.5549305
0.18,435.12,166.4186987
0.09,431.95,83.0783194
0.34,434.99,313.3843087
0.19,435.4,174.8419627
0.38,429.09,349.1067008
0.48,430.78,440.188038
0.52,431.75,476.0579
0.61,424.7,557.4217382
0.41,432.74,373.9588095
0.52,429.25,473.3866329
0.55,428.21,499.7301142
0.57,431.95,516.8873312
0.61,429.45,551.9920591
0.55,428.65,496.6310331
0.51,425.39,459.5684974
0.54,414.01,485.5284784
0.56,412.91,502.320339
0.57,413.48,510.1294653
0.6,407.12,535.7408515
0.57,418.3,507.6978478
0.54,425.36,479.7735655
0.54,424.21,478.5553027
0.5,427.16,441.9656014
0.49,430.14,431.9957413
0.55,411.41,483.6090248
0.57,408.86,499.7796888
0.48,418.05,419.7214472
0.41,418.98,357.4716074
0.5,404.79,434.6581575
0.52,401.43,450.6965302
0.62,389.51,535.7436349
0.63,384.12,542.729515
0.64,379.34,549.5250378
0.66,377.67,564.9304404
0.68,369.15,580.2052647
0.69,370.46,586.7658312
0.65,381.48,550.921016
0.49,396.73,413.8839706
0.62,391.88,521.9519642
0.46,402.8,385.8923321
0.39,400.92,326.0332923
0.47,393.39,391.4957285
0.48,393.77,398.4272783
0.64,380.16,529.2748696
0.62,387.79,510.8675747
0.46,405.54,377.5974047
0.51,397.14,417.0381054
0.38,393.35,309.5303533
0.4,390.29,324.5771904
0.35,396.16,282.8783789
0.23,402.12,185.1429421
0.42,399.73,336.7133602
0.45,388.99,359.2554506
0.6,379.88,477.1012843
0.62,368.92,490.9295225
0.64,361.51,504.6074497
0.64,359.2,502.3973162
0.62,352.16,484.5748167
0.61,353.13,474.6492795
0.56,355.59,433.7978827
0.59,356.6,454.9404444
0.62,347.43,475.8875671
0.59,344.57,451.6661958
0.59,350.28,450.5261242
0.59,360.46,449.2325485
0.56,368.7,425.2437789
0.58,368.25,439.2089356
0.56,336.02,422.9090107
0.57,332.79,429.2812465
0.59,325.2,443.1794005
0.55,329.41,411.9013417
0.55,325.7,410.7507171
0.62,313.24,461.6946604
0.56,310.91,415.8346974
0.56,317.31,414.7389399
0.58,323.89,428.2913355
0.62,329.83,456.4106507
0.6,337.84,440.4058019
0.53,352.48,387.8623612
0.48,360.52,350.3156648
0.45,366.73,327.4497325
0.42,371.85,304.6894718
0.42,364.48,303.7092435
0.59,318.7,425.3525721
0.56,314.21,402.4719021
0.55,318.66,394.1667733
0.59,324.16,421.5341532
0.64,332.19,455.8125181
0.6,340.3,425.8960957
0.56,347.3,396.2573263
0.55,348.27,387.9277446
0.59,356.86,414.9169461
0.6,349.41,453.5033727
0.57,352.01,430.7388223
0.58,333.13,438.2956437
0.55,317.77,415.5389199
0.51,321.7,385.3179076
0.48,332.01,362.5768553
0.38,354.82,287.0400104
0.41,340.59,309.6367408
0.45,326.35,339.8734297
0.51,320.24,385.1098558
0.59,320.23,458.0400847
0.53,322.49,411.4597371
0.53,316.41,411.4597371
0.43,325.64,333.8258244
0.39,340.27,302.7722594
0.41,330.63,318.2363299
0.57,344.35,442.4261171
0.57,317.12,442.3389174
0.59,312.79,457.8595812
0.58,312.52,450.0992493
0.55,323.48,426.7340995
0.52,337.81,403.457694
0.39,358.27,302.6184468
0.43,341.35,333.5904264
0.5,338.45,387.8958446
0.45,350.83,349.1062602
0.51,353.22,395.5756949
0.54,332.5,418.8448535
0.5,325.05,387.7427601
0.58,325.52,449.7816017
0.55,330.72,399.4796364
0.52,341.95,379.6176252
0.55,324.37,403.5474529
0.53,323.41,390.8173795
0.55,322.45,407.6075076
0.52,329.51,387.2636139
0.53,333.1,396.6266306
0.57,335.52,428.6093664
0.52,351.18,392.8719771
0.51,353.02,387.1312646
0.45,362.43,343.1382412
0.48,357.64,367.7041801
0.45,368,346.297866
0.3,396.97,231.8644737
0.37,385.65,287.2480022
0.45,364.1,350.8382118
0.36,369.66,281.8732526
0.34,391.79,267.3217169
0.2,391.53,157.9260243
0.4,388.05,317.141046
0.57,372.38,453.7517313
0.48,385.77,383.7065387
0.24,397.02,192.5946679
0.15,389.75,120.8442408
0.39,376.34,315.4729636
0.71,316.38,576.4300308
0.61,340.24,497.1311705
0.54,353.77,441.7452122
0.59,347.57,484.4096655
0.59,332.58,486.1203538
0.64,322.66,529.2524571
0.67,315.64,556.0749994
0.64,326.54,533.7777168
0.61,339.36,511.2974367
0.6,351.89,505.265943
0.61,364.8,516.090688
0.62,370.82,527.0601029
0.59,371.08,503.8423303
0.53,369.17,454.6366462
0.39,392.99,336.0473767
0.26,406.99,224.9745306
0.66,342.16,573.5440871
0.68,330.05,593.4206435
0.66,337.1,578.3219629
0.72,317.38,633.4003973
0.72,318.98,635.9676913
0.71,327.57,629.6388707
0.64,356.6,569.7154578
0.52,392.99,464.6482071
0.57,380.07,511.1955819
0.55,391.61,495.0479807
0.52,404.74,469.7175843
0.25,416.41,226.6204298
0.57,389.58,518.4408674
0.73,328.78,666.2339737
0.68,339.16,622.6867871
0.66,346.1,606.2904835
0.57,369.88,525.27537
0.54,384.03,499.1048538
0.54,391.51,500.6814769
0.56,406.42,520.5947767
0.61,409.62,568.544899
0.62,401.89,579.2692424
0.7,367.6,655.7217759
0.7,359.41,657.2564092
0.69,359.68,649.3622695
0.67,366.05,631.9547648
0.65,376.23,614.4534407
0.64,380.99,606.3781773
0.63,397.55,598.1100506
0.65,398.93,618.3860062
0.65,395.18,619.6507338
0.64,400.06,611.2794583
0.65,415.48,621.9954659
0.55,419.66,527.2600028
0.63,412.63,605.0924718
0.65,410.08,625.3288603
0.57,423.27,549.3121614
0.39,433.65,376.4410988
0.61,410.27,589.7049425
0.57,413.35,551.8714462
0.38,426.55,368.4259089
0.47,415.34,456.3044192
0.52,419.88,505.5230013
0.55,413.62,535.3752381
0.6,411.92,584.7402037
0.49,417.05,478.0870916
0.59,416.91,576.3488764
0.63,416,616.0439524
0.59,423.9,577.5428845
0.28,433.08,274.3496306
0.53,431.51,519.5271663
0.62,432.34,608.0022562
0.58,436.78,569.0085267
0.45,441.21,441.6479358
0.4,444.24,392.727835
0.42,435.08,412.4883385
0.54,423.18,530.4970802
0.55,425.94,540.4734927
0.59,424.51,579.9398015
0.62,418.81,609.5445046
0.6,426.88,589.9889968
0.59,429.57,580.2575684
0.62,426.34,609.8644189
0.61,425,600.079375
0.61,426.27,600.1276198
0.53,429.17,521.4608082
0.41,430.62,403.3919121
0.52,435.82,511.6138167
0.55,435.17,541.1214104
0.57,436.97,560.7857336
0.44,433.74,432.8452035
0.6,429.92,590.1832797
0.44,434.14,432.754287
0.47,441.05,462.1769087
0.47,437.36,462.091678
0.52,438.87,511.1533382
0.41,444.95,402.9198856
0.51,439.02,501.0609166
0.48,441.88,471.4602243
0.42,438.39,412.3886483
0.55,440.88,539.7193906
0.53,446.1,519.8334725
0.52,450.7,509.7344758
0.52,443.66,509.4796475
0.52,439.87,509.1834483
0.46,448.26,450.1759656
0.57,436.93,557.5020991
0.62,433.91,606.1141205
0.61,438.71,595.9451354
0.62,434.83,605.3759448
0.53,445.61,517.1921798
0.57,438.98,555.9515227
0.42,454.52,409.3861336
0.53,436.76,516.3118873
0.36,440.95,350.4738005
0.34,447.22,330.8141474
0.45,444.48,437.5564837
0.45,449.74,437.3361156
0.32,444.97,310.794673
0.23,445.02,223.2579684
0.27,447.12,261.8937291
0.3,455.27,290.8290477
0.19,447.84,184.0693531
0.51,443.12,493.8073592
0.34,442.55,328.9664832
0.36,442.2,348.1173853
0.16,444.46,154.6066161
0.55,444.88,531.1545481
0.45,444.79,434.2699347
0.48,444.51,462.9544426
0.56,440.64,539.7205797
0.35,441.84,337.2308065
0.36,438.67,346.7757799
0.52,435.21,500.7572615
0.52,438.84,500.5810446
0.56,441.07,538.9833158
0.6,437.77,577.2779264
0.42,438.76,403.9796284
0.35,447.59,336.5604306
0.36,444.16,346.0531185
0.36,441.77,345.9539708
0.36,446.91,345.8613231
0.4,449.72,384.1524373
0.21,449.3,201.6074555
0.23,452.73,220.7484014
0.26,451.4,249.4692649
0.3,444.62,287.7448042
0.45,442.81,431.4992301
0.5,443.26,479.2342804
0.55,440.9,526.965004
0.54,440.13,517.2408194
0.56,441.69,536.2007809
0.55,445.08,526.4317492
0.53,442.8,507.1471043
0.39,448.7,373.0181505
0.42,446.98,401.5626275
0.34,446.95,324.9827237
0.41,446.88,391.7156233
0.15,447.53,143.2569175
0.27,447.94,257.7696718
0.1,445.37,95.43428901
0.13,435.27,124.0957778
0.3,442.41,286.4205528
0.4,436.9,381.989709
0.4,434.98,382.0502631
0.27,433.98,257.9288411
0.3,434.12,286.6107233
0.3,433.3,286.6601831
0.36,432.9,343.9938944
0.4,434.73,382.2517266
0.51,434.29,487.3722508
0.24,437.71,229.3554022
0.49,437.24,468.2315777
0.59,431.35,563.7965144
0.58,437.84,554.1966965
0.57,440.86,544.60503
0.49,438.91,468.0936466
0.46,436.47,439.4035495
0.53,436.37,506.1466923
0.54,440.96,515.6172029
0.52,442.88,496.4364968
0.2,447.04,190.891671
0.38,445.98,362.6025467
0.27,449.4,257.5757176
0.34,445.15,324.2189617
0.44,440.27,419.4720579
0.26,444.02,247.7839687
0.19,442.25,181.01151
0.44,440.66,419.0028161
0.34,439.39,323.6624916
0.45,430.49,428.1523771
0.58,426.28,551.5988465
0.54,431.63,513.4807831
0.53,432.24,503.9802055
0.43,430.8,408.7875887
0.46,433.57,437.1525667
0.3,435.5,285.0486058
0.44,435.68,417.9191416
0.45,435.52,427.2201784
0.52,435.65,493.4922132
0.51,438.23,483.7246624
0.56,432.25,530.8789998
0.58,431.59,549.4600879
0.52,434.53,492.2727031
0.53,433.12,501.378033
0.41,437.78,387.5737532
0.3,436.97,283.3255531
0.3,437.74,283.0777451
0.38,436.97,358.2170739
0.24,436.12,226.0186274
0.44,435.67,413.9470837
0.4,438.23,375.8561826
0.37,440.2,347.2690471
0.45,437.04,421.8531315
0.3,442.16,280.8456384
0.52,432.2,486.1605314
0.53,431.88,494.7989641
0.52,429.59,484.7048859
0.49,432.66,456.103432
0.42,431.6,390.3102606
0.55,429.72,510.2275499
0.59,424.93,546.469636
0.57,420.4,526.9925458
0.37,427.13,341.544202
0.16,428.61,147.4749688
0.06,430.94,55.21325139
0.27,431.52,248.0494979
0.51,432.15,467.6997903
0.43,432.95,393.6632635
0.52,428.51,475.1791867
0.48,429.09,437.8054355
0.55,426.2,500.6974002
0.57,427.56,517.9021183
0.5,433.12,453.4099397
0.55,428.85,497.6977582
0.56,428.21,505.6606882
0.57,428.12,513.6353795
0.53,426.94,476.5372103
0.4,427.49,358.8002421
0.27,428.71,241.640273
0.33,428.32,294.6574683
0.55,409.94,489.8838883
0.59,400.09,524.1970438
0.53,404.46,469.6931674
0.52,415.3,459.6442255
0.49,422.92,431.9957413
0.39,417.4,342.922763
0.42,421.7,368.2587181
0.58,418.76,507.1634154
0.41,424.78,357.4716074
0.48,414.8,417.2718312
0.64,379.81,554.7034218
0.62,380.39,535.7436349
0.63,373.04,542.729515
0.61,370.29,523.7660517
0.6,372.53,513.5731276
0.67,363.48,571.6728344
0.67,370.76,569.758126
0.63,383.3,533.9696001
0.62,387.98,523.689922
0.64,380.45,538.7891244
0.63,395.06,528.5047157
0.36,426.98,300.9538083
0.33,429.23,274.8799796
0.41,414.28,340.3233002
0.55,402.36,454.8455911
0.56,397.84,461.4287772
0.54,398.77,443.2665186
0.55,394.09,449.7469764
0.53,393.69,431.7133875
0.55,392.05,446.2936368
0.56,390.55,452.6054062
0.6,379.53,482.9815881
0.66,360.51,529.1209946
0.65,352.32,518.9245397
0.7,343.52,556.618165
0.67,355.93,530.520613
0.3,398.95,236.534742
0.45,398.12,353.2481129
0.64,378.06,500.2062624
0.66,353.6,513.5549582
0.66,344.09,511.2617903
0.65,343.46,501.2055743
0.66,335.91,506.5899908
0.65,341.35,497.5983513
0.68,348.6,519.2504482
0.7,339.37,532.9877695
0.69,337.47,523.9610847
0.68,334.77,514.9346142
0.64,341.99,483.3245836
0.62,344.59,466.9374962
0.55,346.98,413.1333394
0.61,345.88,456.8360335
0.57,352.87,425.6871068
0.5,361.27,372.3344036
0.52,353.49,386.1322191
0.55,342.45,407.3328874
0.56,336.54,413.5226687
0.66,333.74,485.8564991
0.63,343.72,462.426092
0.64,331.16,468.3620966
0.58,325.11,423.2980949
0.62,317.38,451.1529648
0.61,315.02,442.5251852
0.58,327.09,419.4080029
0.57,334.12,410.9338408
0.45,364.59,323.4149213
0.51,357,365.5000989
0.58,325.02,414.3895065
0.65,304.04,462.9345887
0.63,301.95,447.1909005
0.64,296.51,452.8655158
0.61,301.11,430.247135
0.53,311.58,372.7220024
0.55,313.62,415.711425
0.41,328.9,309.8296792
0.52,325.27,392.954715
0.51,323.94,385.3179076
0.45,332.81,339.986389
0.48,330.41,362.5768553
0.48,322.18,362.5768553
0.49,318.91,370.0536658
0.51,319.49,385.1898869
0.55,317.27,415.3145504
0.66,299.81,512.3838235
0.57,309.59,442.5133022
0.6,323.55,465.7117022
0.58,319.8,450.1879788
0.59,316.94,458.0400847
0.65,307.58,504.5210107
0.62,315.59,481.2354256
0.62,319.23,481.1405768
0.59,323.32,457.8595812
0.56,328.66,434.5785855
0.57,337.27,442.2517031
0.6,333.78,465.5281085
0.64,314.7,496.6046306
0.6,310.84,465.4750136
0.56,311.21,434.443346
0.51,322.96,395.6537615
0.48,333.5,372.3065364
0.44,343.77,341.2809917
0.46,361.43,356.7233393
0.48,369.15,372.2330497
0.33,370.98,239.6877819
0.43,348.11,313.9145747
0.32,369.41,234.7912453
0.12,379.55,88.48695384
0.12,380.36,88.93254712
0.12,373.12,89.36852627
0.47,343.98,351.7255026
0.62,306.98,466.2066793
0.55,317.77,415.5376681
0.19,373.16,144.2253731
0.21,369.27,160.1311792
0.42,332.86,321.7411576
0.55,299.69,423.2529474
0.57,307.59,440.5424999
0.57,332.69,442.5171927
0.48,363.55,374.227426
0.44,381.65,344.5117531
0.38,395.61,298.7713306
0.38,390.86,300.0594463
0.1,392.38,79.2852615
0.56,342.6,445.7911746
0.59,311.52,471.6392872
0.61,313.58,489.5114477
0.66,299.39,531.7146594
0.67,296.37,541.9663734
0.62,305.21,503.3614353
0.58,316.95,472.6820965
0.5,330.05,409.0233446
0.51,345.56,418.726999
0.38,382.92,313.0944652
0.3,378.39,248.0870893
0.61,339.3,506.2772383
0.65,332.52,542.0288017
0.63,336.79,527.8030089
0.61,350.37,513.4890113
0.56,364.23,473.5323931
0.52,359.25,441.6760754
0.66,327.84,562.9740388
0.62,330.17,531.2443428
0.64,338.65,550.780017
0.53,360.84,458.0435099
0.48,379.61,416.4990811
0.48,377.49,418.2725313
0.48,386.84,419.9057335
0.55,375.66,482.9943629
0.42,403.1,370.2847651
0.46,389.25,407.1286552
0.55,380.9,488.5783164
0.56,375.49,499.2687434
0.5,387.95,447.3717908
0.41,392.2,368.1881971
0.55,382.42,495.5620908
0.5,392.33,452.054656
0.33,409.58,299.3889102
0.52,406.9,473.3384784
0.55,405.62,502.286685
0.63,387.73,577.1311642
0.64,372.31,588.0765504
0.56,400.8,516.1843489
0.57,419.17,526.9590369
0.59,412.56,547.0408729
0.57,413.43,529.891112
0.2,427.74,186.4081636
0.39,410.46,364.3790396
0.61,400.24,571.4146904
0.49,414.83,460.0794864
0.54,409.23,508.1965587
0.64,384.11,603.6582828
0.57,414.91,538.8284018
0.57,407.17,540.0555642
0.59,413.96,560.1348093
0.37,405.22,352.004342
0.56,406.24,533.8529399
0.48,427.29,458.4595937
0.43,412.21,411.4739236
0.58,393.97,556.0196393
0.54,401.48,518.6506901
0.68,382.84,654.1901923
0.67,373.65,645.682716
0.64,387.65,617.7494955
0.59,398.36,570.3703542
0.66,389.14,639.009043
0.65,411.51,630.2022126
0.45,438.2,436.8872098
0.49,425.17,476.3582127
0.58,423.92,564.5775239
0.42,443.14,409.3181426
0.44,446.09,429.3026945
0.55,433.17,537.2743764
0.62,417.11,606.265477
0.66,400.01,646.0649217
0.68,382.2,666.2776742
0.66,396.34,646.958358
0.62,416.93,608.0022562
0.62,416.34,608.2504941
0.63,414.47,618.3071101
0.63,423.61,618.5463401
0.62,428.32,608.9113569
0.55,433.01,540.3211002
0.6,426.42,589.6074466
0.61,426.85,599.5987778
0.63,431.19,619.3758676
0.6,447.34,589.9889968
0.52,450.66,511.4134502
0.52,447.19,511.4991901
0.57,446.1,560.7299078
0.53,441.41,521.4223582
0.54,436.77,531.2996914
0.48,443.25,472.2637019
0.61,427.43,600.1623619
0.57,446.27,560.7985526
0.62,441.2,609.9774646
0.62,438.77,609.9182413
0.58,439.77,570.5105038
0.57,445.36,560.6135082
0.55,448.29,540.8453187
0.53,450.24,521.082105
0.48,456.65,471.8338506
0.55,457.33,540.5022855
0.54,449.79,530.5350882
0.55,437.74,540.2148403
0.5,436.66,490.938867
0.6,438.8,588.7847898
0.54,442.56,529.6416513
0.36,448.63,352.8930986
0.34,444.95,333.121308
0.44,441.6,430.8475332
0.47,440.92,459.9623997
0.6,435.64,586.8443149
0.6,442.63,586.5620521
0.57,447.66,556.8667659
0.49,440.2,478.442279
0.56,434.19,546.4672088
0.46,440.39,448.6626324
0.52,433.59,506.8590226
0.59,435.28,574.7622896
0.25,439.95,243.3845836
0.43,437.34,418.3825982
0.37,439.03,359.7686644
0.43,441.35,417.8989549
0.32,439.98,310.794673
0.28,438.03,271.7923094
0.45,440.76,436.4895485
0.54,442.48,523.4922859
0.51,442.79,494.0808951
0.21,442.04,203.332442
0.51,443.94,493.4497248
0.42,448.98,406.1369495
0.16,452.62,154.6066161
0.12,445.74,115.888265
0.17,445.61,164.0575309
0.34,445.02,327.9260635
0.33,449.63,318.0496273
0.39,448.38,375.7714701
0.41,445.08,394.9390827
0.44,445.09,423.7176828
0.5,441.09,481.3279275
0.45,444.38,433.1115931
0.38,448.77,365.6093534
0.41,441.68,394.3610658
0.18,440.19,173.0882214
0.27,443.95,259.5398389
0.13,443.27,124.9278228
0.35,442.55,336.2540641
0.3,445.76,288.114328
0.34,444.76,326.4120708
0.27,445.65,259.1394277
0.32,444.24,307.0390953
0.48,439.73,460.3916868
0.17,439.76,163.0108203
0.39,441.59,373.8027387
0.45,438.03,431.1531851
0.47,439.93,450.1910835
0.28,442.98,268.1003904
0.32,443.7,306.2875632
0.18,440.09,172.2386392
0.22,443.77,210.4204951
0.3,447.19,286.8304482
0.32,449.42,305.8660929
0.3,449.21,286.6211878
0.29,443.91,276.9633739
0.27,443.04,257.7696718
0.43,438.82,410.3674427
0.38,440.89,362.7415044
0.39,439.24,372.3467186
0.35,443.51,334.2409954
0.42,440.88,401.1527763
0.49,436.44,468.093082
0.49,435.57,468.130848
0.44,436.55,420.4349353
0.44,435.34,420.4369821
0.52,438.4,496.9272446
0.49,440.49,468.2596135
0.46,438.31,439.5978543
0.54,435.16,516.0103101
0.47,432.71,449.1260369
0.51,436.17,487.3108883
0.46,436.58,439.5058137
0.41,438.16,391.6701941
0.44,439.88,420.2990473
0.5,441.38,477.4968795
0.45,438.69,429.6810024
0.4,441.13,381.8742283
0.25,442.05,238.6145887
0.31,440.73,295.8073407
0.2,441.92,190.7968279
0.4,440.7,381.4340726
0.4,437.26,381.3382344
0.45,435.46,428.8568689
0.44,438.62,419.1845495
0.28,442.71,266.6381557
0.16,442.73,152.3117608
0.36,445.23,342.5219017
0.45,437.74,427.9646223
0.49,431.3,465.9362662
0.58,429.02,551.5255079
0.54,431.87,513.361158
0.48,433.77,456.1592
0.45,431.5,427.5729088
0.5,436.15,474.9081155
0.34,439.88,322.7885792
0.2,442.01,189.8046974
0.41,439.45,388.8766893
0.49,433.28,464.5191248
0.41,438.17,388.4114414
0.44,436.55,416.5384411
0.45,428.52,425.6983299
0.47,431.27,444.2918634
0.5,430.77,472.2092551
0.52,430.56,490.6680915
0.49,436.61,461.91149
0.48,433.24,452.0372548
0.55,428.04,517.4338547
0.57,427.08,535.5950602
0.49,428.34,459.8968462
0.59,424.45,553.096328
0.42,432.48,393.1838938
0.5,430.92,467.4620494
0.38,433.84,354.7615214
0.35,432.05,326.2436732
0.21,432.1,195.4728994
0.4,433.55,371.7240577
0.47,434.29,436.0126336
0.57,427.85,527.9452415
0.59,426.93,545.4835123
0.34,427.82,313.8514289
0.41,431.56,377.9046075
0.42,433.77,386.4927597
0.55,431.72,505.2860143
0.36,432.95,330.1410285
0.26,432.23,238.02895
0.1,431.97,91.38061282
0.42,431.37,383.0797561
0.54,422.23,491.5938111
0.62,419.38,563.3321287
0.43,432.06,389.9325481
0.41,430.1,371.0110561
0.55,417.92,496.6310331
