Clearness,GHI Actual,GHI Theoretical
0.42,330.25,326.0624332
0.41,334.63,318.2363299
0.45,339.77,349.2837767
0.41,351.84,318.1736073
0.44,353.29,341.4546029
0.49,336.19,380.2562623
0.52,328.06,403.457694
0.45,333.05,349.1460814
0.43,332.86,333.6562362
0.46,337.57,356.8641771
0.44,344.98,341.3483433
0.46,346.66,356.8641771
0.42,346.77,325.7682194
0.39,358.27,302.4990608
0.23,392.36,178.3616696
0.15,382.23,116.322828
0.34,356.69,246.951048
0.38,336,277.41288
0.54,315.46,396.2102265
0.55,313.11,405.5652051
0.52,317.07,385.3743708
0.52,323.86,387.2636139
0.41,356.43,306.8243746
0.43,353.85,323.3368905
0.47,339.56,355.0958255
0.42,350.6,318.8139826
0.37,368.88,282.1358872
0.51,356.75,390.6856913
0.52,364.53,400.166423
0.4,372.02,309.1526315
0.48,349.89,372.646057
0.54,331.72,421.0058542
0.51,332.87,399.3204411
0.38,369.24,298.7713306
0.48,380.78,379.0224584
0.32,396.87,253.7128368
0.47,356.21,374.1461644
0.35,381.91,279.7860178
0.45,378.77,361.1150024
0.52,352.94,418.9267013
0.28,401.5,226.4934098
0.45,392.69,365.3429773
0.48,378.66,391.1851833
0.51,389.62,417.2038115
0.59,379.8,484.4096655
0.65,376.16,535.556322
0.58,383.02,479.6350393
0.57,390.88,473.0787308
0.61,373.32,508.6731831
0.61,364.67,511.0473578
0.36,403.2,303.0426952
0.48,395.34,405.8849084
0.44,393.73,373.72591
0.53,388.48,452.085213
0.48,393.25,411.2859428
0.51,387.3,438.902826
0.48,383.44,414.831858
0.5,390.27,433.8532094
0.53,384.25,461.8425866
0.57,374.47,498.6380586
0.59,380.16,518.1212256
0.49,397.39,431.9988926
0.53,392.48,469.0830158
0.41,407.79,364.2129268
0.51,404.72,454.691177
0.5,412.15,447.3717908
0.57,405.74,511.871396
0.57,384.24,513.5825305
0.35,414.28,316.4382592
0.4,411.07,362.8956487
0.56,402.16,509.7491306
0.62,388.8,566.2140813
0.69,359.88,632.096037
0.61,381.54,560.5104621
0.43,425.7,396.3558394
0.41,419.82,379.0407108
0.55,402.59,509.9533561
0.66,381.58,613.5581297
0.69,365,643.1081645
0.65,361.64,607.2983993
0.58,392.14,543.3123286
0.48,426.95,450.6901092
0.38,430.58,357.6198006
0.38,420.41,358.4221054
0.55,414.59,519.9221421
0.42,430.88,397.9356789
0.45,411.23,427.2214647
0.46,407.29,437.6270198
0.42,423.25,400.3897049
0.41,428.7,391.600903
0.43,435.51,411.4739236
0.37,435.77,354.7021837
0.62,418.35,595.4878294
0.61,425.99,586.8470843
0.62,432.18,597.4974387
0.62,430.47,598.4448238
0.65,414.32,628.3741191
0.63,418.94,609.9631774
0.62,410.42,601.1159566
0.66,397.84,640.7679078
0.67,402.77,651.3469439
0.65,422.72,632.7161905
0.59,435.88,574.9945337
0.52,445.38,507.3577299
0.36,437.93,351.6705009
0.61,435.33,596.4870015
0.63,425.02,616.6983343
0.62,434.68,607.4884677
0.65,426.91,637.1559586
0.64,434.5,627.6152322
0.66,409.1,647.4924614
0.63,426.16,618.3071101
0.59,437.44,579.2735566
0.57,447.05,559.8056023
0.43,447.55,422.4328602
0.56,444.38,550.3002835
0.55,435.81,540.6218488
0.53,445.01,521.0622378
0.45,438.06,442.4917476
0.45,437.93,442.5693319
0.42,435.7,413.1339612
0.59,430.73,580.4046414
0.58,425.92,570.6131467
0.53,433.11,521.4608082
0.58,428.65,570.6519732
0.55,430.96,541.1299985
0.44,442.17,432.8971283
0.49,438.12,482.078964
0.44,447.5,432.8452035
0.45,445.48,442.6374598
0.53,446.61,521.2722094
0.5,447.5,491.6775625
0.47,454.84,462.091678
0.49,450.15,481.6637225
0.5,438.81,491.3657141
0.44,437.8,432.2878496
0.39,437.6,383.0614322
0.36,446.18,353.4759842
0.53,451.55,520.093231
0.47,453.69,460.9844002
0.41,454.02,401.906029
0.45,456.47,440.8958488
0.49,446.73,479.8074801
0.41,454.5,401.2437954
0.47,451.67,459.6947133
0.41,447.38,400.8174023
0.45,453.73,439.6316573
0.51,450.79,497.9705352
0.46,442.39,448.8837787
0.52,444.37,507.1838453
0.55,442.63,536.1008893
0.5,443.61,487.0866861
0.56,442.91,545.1814674
0.49,443.06,476.7615654
0.48,444.29,466.726916
0.51,446.65,495.6475977
0.49,452.58,475.904343
0.52,454.73,504.757146
0.48,462.43,465.5888517
0.32,457.88,310.2176509
0.25,446.88,242.1965172
0.3,454.18,290.4749172
0.49,447.16,474.0987552
0.27,449.22,261.088039
0.39,448,376.8536266
0.45,445.65,434.5809939
0.43,442.95,414.9690487
0.52,444.26,501.5339795
0.48,443.55,462.6176398
0.42,444.25,404.6769678
0.43,442.08,414.2044038
0.45,442.57,433.3476302
0.59,440.24,567.9669545
0.59,444.46,567.857422
0.51,445.62,490.6862374
0.49,444.91,471.3095664
0.47,446.95,451.9525782
0.47,445.12,451.7915714
0.38,449.23,365.1736359
0.32,449.16,307.4322872
0.21,446,201.6800296
0.28,447.25,268.8099407
0.2,443.04,191.9551316
0.3,445.69,287.8491518
0.34,451.63,326.1107781
0.45,448.62,431.4992301
0.37,446.86,354.6333675
0.43,443.33,411.9908213
0.45,445.19,431.0340161
0.41,445.89,392.5755717
0.44,444.37,421.1453993
0.44,447.49,421.0277847
0.36,451.46,344.3244466
0.2,442.81,191.2202988
0.28,444.46,267.6328313
0.3,444.73,286.6211878
0.4,443.61,382.0184468
0.26,451.59,248.2226469
0.34,446.2,324.4765826
0.35,442.43,334.1040172
0.38,435.25,362.7993669
0.46,432.86,439.2881654
0.28,432.92,267.4351842
0.38,434.14,363.0109615
0.49,436.13,468.130848
0.48,436.38,458.656293
0.41,437.58,391.7708242
0.38,436.64,363.1391403
0.45,438,430.0343389
0.42,436.14,401.3719539
0.27,438.14,258.0051551
0.52,435.65,496.9054025
0.46,438.04,439.535311
0.41,438.8,391.7334426
0.36,440.86,343.9055363
0.32,443.41,305.6720344
0.43,442.68,410.6473164
0.41,440.41,391.4871355
0.1,439.6,95.46855707
0.25,441.7,238.6145887
0.42,443.57,400.7712358
0.56,438.08,534.231118
0.42,443.11,400.5057762
0.5,443.59,476.672793
0.48,441.77,457.4473268
0.3,440.91,285.8076474
0.38,438.66,361.8660685
0.45,441.83,428.3768271
0.5,442.57,475.7248635
0.05,440.82,47.5516247
0.3,434.48,285.2671017
0.53,431.66,503.9802055
0.52,442.52,494.3477817
0.44,444.29,418.1459334
0.52,440,494.0842501
0.6,430.9,569.8897386
0.52,435.69,493.6766506
0.59,432.62,559.9238573
0.59,439.29,559.6030408
0.49,435.56,464.5191248
0.43,434.79,407.358341
0.45,439.85,426.0052238
0.41,442.41,387.8584783
0.43,445.39,406.4797899
0.45,443.48,424.9883296
0.24,449.09,226.4621961
0.38,446.84,358.2170739
0.42,440.83,395.532598
0.43,439.88,404.5391955
0.54,436.09,507.4058465
0.48,433.77,450.5111963
0.46,431.05,431.2276456
0.42,432.95,393.1838938
0.47,434.13,439.4143265
0.59,431.54,550.8139412
0.57,430.33,531.3111249
0.49,430.48,456.103432
0.52,432.22,483.241275
0.55,432.2,510.2275499
0.52,431.93,481.6342554
0.29,434.54,268.1190145
0.47,430.99,433.8534458
0.51,429.42,470.076463
0.4,431.72,368.0883426
0.43,429.57,395.041793
0.27,435.85,247.6057714
0.56,433.09,512.6777385
0.48,430.18,438.6269415
0.49,434.83,446.9263821
0.59,427.15,537.1117566
0.59,428.57,536.0741225
0.62,424.16,562.2283252
0.6,427.2,542.943009
0.59,428.94,532.7496537
0.36,431.02,324.4012923
0.52,430.7,467.5459422
0.51,428.28,457.4703087
0.46,429.88,411.6834282
0.45,431.59,401.8056386
0.45,432.76,400.8140904
0.39,434.11,346.5031306
0.49,425.01,434.2446265
0.6,392.61,530.3587217
0.62,384.55,546.6068563
0.65,378.09,571.5379384
0.66,383.61,578.6922713
0.67,392.89,585.8611867
0.66,399.38,575.4420997
0.66,393.87,573.7487678
0.64,387.91,554.7034218
0.61,385.41,527.1026085
0.58,390.54,499.655744
0.6,384.91,515.1797229
0.56,383.38,479.3349191
0.62,384.62,529.0106826
0.53,411.39,450.7041892
0.37,423.15,313.6011937
0.41,422.45,346.3110775
0.54,405.68,454.6033237
0.58,400.45,486.559897
0.49,410.98,409.6315724
0.55,400.05,458.1332993
0.65,394.37,539.5369394
0.6,406.43,496.1951903
0.29,413.8,238.9541882
0.21,403.3,172.3814239
0.59,382.12,482.4558474
0.64,371.11,521.3142793
0.58,355.54,470.6369261
0.57,353.85,460.6876456
0.57,366.51,458.8325087
0.5,382.76,400.8492383
0.55,374.31,439.0899952
0.6,369.19,477.1012843
0.55,368.68,435.5019957
0.56,355.31,441.5315185
0.6,343.22,470.9974839
0.66,328.78,515.8377081
0.66,328.73,513.5549582
0.61,338.25,472.5298365
0.55,342.59,424.0970244
0.59,341.96,452.8607494
0.58,345.13,444.0108366
0.48,353.53,366.5297282
0.51,353.29,388.3196606
0.49,351.38,372.0883066
0.46,354.21,348.3381214
0.52,355.28,392.7012242
0.52,360.24,391.6249968
0.55,364.4,413.1333394
0.55,367.15,411.9013417
0.58,370.02,433.1553017
0.58,369.23,431.9079081
0.6,362.62,445.5371758
0.57,349.62,422.1449924
0.57,332.97,420.9070021
0.57,343.48,419.6033402
0.65,339.15,477.1062853
0.66,339.43,482.9984121
0.59,344.65,430.5963379
0.64,332.23,465.7062863
0.62,327.63,449.7796964
0.62,322.53,448.3326927
0.52,333.53,374.8870127
0.48,337.47,344.9759161
0.59,321.74,422.8334478
0.58,322.17,414.3895065
0.59,328.23,420.2021651
0.51,340.41,362.0116814
0.52,337.52,367.9532316
0.52,331.99,366.7680495
0.48,335.7,337.5595493
0.42,343.97,317.4523609
0.46,360.12,347.6137864
0.45,361.34,340.0569649
0.39,364,294.6548705
0.39,367.34,294.6548705
0.48,350.95,362.5768553
0.38,351.24,287.0400104
0.45,344.9,339.8452033
0.53,337.26,400.2953727
0.48,349.09,362.4563349
0.56,353.06,434.7499109
0.52,345.83,403.6963458
0.47,353.7,364.8793895
0.56,335.98,434.7499109
0.52,340.58,403.6963458
0.45,340.58,349.2837767
0.51,343.4,395.8549469
0.58,332.42,450.0992493
0.52,341.88,403.537258
0.19,380.22,147.4463058
0.48,352.95,372.4224868
0.47,340.66,364.663685
0.52,315.84,403.4912624
0.59,302.01,457.7170967
0.59,301.03,457.7170967
0.6,310.23,465.4750136
0.55,327.49,426.6012396
0.52,335.09,403.3320811
0.59,324.23,457.5364569
0.61,329.52,473.0461673
0.6,319.43,435.795967
0.62,312.6,452.6210147
0.59,323.95,432.8963585
0.56,334.45,412.9391179
0.6,334.77,444.6627356
0.62,350.53,461.7373857
0.38,376.13,284.3738106
0.5,356.16,375.9731284
0.64,322.98,483.5347411
0.58,331.5,440.2669283
0.52,339.2,396.515301
0.52,342.9,398.3461951
0.49,352.29,377.0798986
0.48,342.15,370.9831578
0.53,341.49,411.4633546
0.6,338.46,467.7842824
0.62,342.91,485.4483794
0.59,348.5,463.8818028
0.64,320.81,505.3632779
0.66,326.28,523.2827259
0.58,346.44,461.712288
0.48,360.82,383.7065387
0.44,370.16,353.0902245
0.44,376.72,354.4764396
0.44,375.16,355.9182154
0.54,353.55,438.4115727
0.59,345.35,480.8317878
0.55,357.13,449.925679
0.48,376.34,394.095999
0.37,396.82,304.8551372
0.34,397.01,281.1653678
0.53,383,439.8802234
0.59,379.53,492.0763327
0.59,367.83,494.5335863
0.7,328.89,589.4769335
0.7,317.98,592.2352158
0.66,328.01,561.0639805
0.65,337.49,555.0805334
0.66,339.57,566.1512953
0.64,343.72,551.4623618
0.62,357.02,536.4777268
0.55,371.7,477.9534059
0.45,395.23,392.7048376
0.45,401.66,394.3104293
0.57,373.29,501.4419812
0.62,354.6,547.6388452
0.17,402.1,150.7586028
0.35,404.63,311.563141
0.33,421.57,294.8729006
0.37,415.98,331.8287111
0.48,384.37,432.0418741
0.67,335.52,605.2130413
0.66,346.54,598.2779346
0.66,337.95,600.2999517
0.69,333.49,629.7280026
0.65,353.38,595.2153112
0.54,372.34,496.0558501
0.53,391.16,488.4139406
0.48,387.77,443.6487589
0.58,368.12,537.7689937
0.55,382.68,511.2984414
0.55,392.91,512.6224499
0.5,414.51,467.1526148
0.53,411.2,496.4750589
0.38,432.68,356.7963364
0.54,421.46,508.1965587
0.51,432.9,481.0401941
0.43,440.67,406.4845838
0.61,421.11,577.9542003
0.59,431.17,560.1348093
0.6,428.46,570.8178519
0.58,428.24,552.9191163
0.58,422.15,553.9720091
0.51,424.62,488.0272117
0.34,436.52,325.9425472
0.32,437.73,307.3485571
0.43,434.41,413.6790922
0.48,432.02,462.5786622
0.56,422.74,540.5308086
0.65,395.93,628.3741191
0.72,363.43,697.1007742
0.66,388.48,639.8976313
0.62,401.89,601.9334891
0.59,399.95,573.5741745
0.59,404.86,574.3116191
0.54,411.69,526.2661834
0.67,402.17,653.7109212
0.53,428.77,517.7371263
0.39,442.75,381.360542
0.45,431.17,440.4988102
0.45,440.13,440.9190491
0.38,440.72,372.4911758
0.34,441.04,333.4205921
0.46,440.31,451.2826246
0.59,433.18,579.0495158
0.57,427.66,559.6371648
0.55,435.16,540.1633005
0.59,428.7,579.6171802
0.59,431.21,579.7806558
0.5,437.32,491.474408
0.44,428.77,432.579971
0.58,414.92,570.3226969
0.61,419.82,599.9273165
0.57,423.38,560.6818045
0.55,437.32,541.0551742
0.53,438.15,521.4223582
0.55,426.52,541.1385746
0.55,426.36,541.1354918
0.37,425.51,364.032908
0.53,419.35,521.4442682
0.58,429.05,570.6240798
0.62,429.45,609.9182413
0.45,446.05,442.6374598
0.52,437.38,511.4368847
0.48,439.53,472.01046
0.55,428.95,540.7455806
0.45,438.41,442.344235
0.53,435.42,520.847657
0.59,443.58,579.6587075
0.59,439.66,579.5031923
0.61,441.5,598.9454177
0.55,448.02,539.7193906
0.53,448.23,519.8334725
0.49,447.11,480.3267176
0.59,440.63,578.0634462
0.51,442.11,499.3914589
0.59,435.33,577.3996081
0.52,441.77,508.5984062
0.54,438.05,527.9058469
0.39,445.73,381.014103
0.41,444.55,400.3292538
0.45,448.83,439.1254357
0.48,443.2,468.1697034
0.6,436.34,584.8373338
0.55,446.27,535.7953547
0.26,454.06,253.119967
0.51,439.26,496.2212212
0.55,439.56,534.7912579
0.54,441.88,524.8033387
0.41,443.32,398.2056748
0.54,438.43,524.1708824
0.39,440.77,378.290942
0.34,440.79,329.6062541
0.45,441.82,435.953731
0.48,442.93,464.7598675
0.45,446.37,435.396816
0.33,446.44,319.1076032
0.47,448.91,454.1569347
0.5,448.04,482.867771
0.35,446.71,337.7655047
0.18,445.77,173.607916
0.32,442.64,308.4117599
0.44,441.26,423.9472996
0.35,448.42,337.1431194
0.52,439.91,500.7572615
0.52,441.78,500.5810446
0.49,443.53,471.6104013
0.41,440.93,394.4732497
0.47,440.36,452.0724413
0.48,442.47,461.5685905
0.48,443.47,461.4041581
0.38,444.47,365.1736359
0.29,447.02,278.6105102
0.34,443.89,326.5295717
0.32,441.52,307.2113608
0.23,446.73,220.7484014
0.27,445.34,259.0642366
0.34,447.91,326.1107781
0.38,445.48,364.3771276
0.44,438.9,421.7261668
0.32,443.92,306.5978205
0.21,440.06,201.1492075
0.16,435.31,153.2002231
0.38,437.56,363.7164813
0.51,440.34,488.0094777
0.52,435.51,497.357534
0.53,434.95,506.7337919
0.36,440.78,344.0993545
0.54,436.95,515.918138
0.45,437.27,429.7707526
0.12,439.38,114.5642986
0.11,438.95,104.9777179
0.2,441.12,190.9165813
0.25,440.7,238.683794
0.16,439.49,152.7958836
0.22,437.6,210.1276447
0.1,439.08,95.5292004
0.42,439.51,401.2550126
0.51,437.65,487.3223113
0.37,436.2,353.5492804
0.27,439.06,258.0199155
0.52,442.72,496.9285694
0.49,441.77,468.2672796
0.3,444.97,286.6723945
0.34,445.53,324.8996863
0.38,442.06,363.0943873
0.38,444.91,363.07002
0.41,439.79,391.6701941
0.4,436.34,382.090043
0.53,439.3,506.1466923
0.51,436.6,486.9718027
0.36,438.95,343.6868055
0.27,441.05,257.7037558
0.2,440.59,190.8434456
0.3,439.52,286.1952418
0.32,440.45,305.1472581
0.49,441.91,467.1393372
0.38,445.51,362.1458004
0.48,445.08,457.2922358
0.47,434.63,447.57119
0.44,433.39,418.8573421
0.53,431.74,504.2683553
0.55,430.23,523.0678717
0.33,435.98,313.7938119
0.33,444.97,313.7989959
0.49,439.34,465.8277174
0.52,436.07,494.1724667
0.55,433.52,522.5891107
0.42,435.3,398.922817
0.31,432.03,294.307234
0.48,430.2,455.5312738
0.54,428.7,512.1790543
0.35,439.01,331.7993749
0.3,441.09,284.2034937
0.3,440.45,284.0034825
0.48,439.2,454.0782186
0.52,435.58,491.5569553
0.48,438.48,453.3208849
0.47,439.12,443.4884673
0.48,434.95,452.4847249
0.52,433.05,489.7070261
0.46,435.62,432.7628603
0.45,434.85,422.8382054
0.38,438.08,356.654697
0.41,435.62,384.3550754
0.43,435.63,402.5454151
0.44,438.38,411.3666035
0.49,441.26,457.4556461
0.56,438.99,521.9898771
0.33,438.67,307.1716991
0.38,435.4,353.1378548
0.33,438.36,306.13653
0.32,435.64,296.390311
0.48,431.69,443.7831965
0.52,432.37,480.0080677
0.54,433.56,497.7280196
0.51,434.6,469.3126368
0.48,438.28,440.9768852
0.43,435.38,394.3351173
0.38,431.52,347.8884654
0.39,436.92,356.38439
0.28,436.02,255.386504
0.31,432.6,282.2112619
0.33,432.87,299.8380685
0.42,428.95,380.8643493
0.46,428.38,416.2563069
0.59,426.65,532.7496537
0.55,427.17,495.6130855
0.54,425.34,485.5284784
0.45,426.47,403.6502724
0.45,428.91,402.7337884
0.15,429.9,133.9352129
0.38,433.78,338.4652319
0.55,430.16,488.6582611
0.55,427.51,487.4174379
0.45,433.92,397.7690413
0.34,432.01,299.752147
0.57,405.84,501.1948075
0.59,408.73,517.3158183
0.58,408.01,507.1634154
0.46,432.8,401.0657058
0.49,426.27,425.9649943
0.12,427.8,104.0068916
0.17,430.92,146.8974483
0.66,393.48,568.5737777
0.59,399.87,506.5933942
0.43,412.41,368.0607414
0.43,421.65,366.8945056
0.48,412.21,408.1849261
0.54,383.68,457.6882287
0.5,384.75,422.3305823
0.54,380.83,454.6033237
0.49,392.95,411.0592233
0.48,385.18,401.2717444
0.59,375.35,491.4520847
0.64,371.48,531.2363711
0.68,370.87,562.354549
0.67,380,552.0665727
0.68,379.62,558.1874678
0.63,376.5,515.1647184
0.65,380,529.4598149
0.62,377,503.0946451
0.62,374.62,501.0988425
0.64,369.02,515.1803606
0.64,360.99,513.0870251
0.66,364.72,526.9079942
0.62,369.51,493.0046604
0.45,387.6,356.3198147
0.16,399.05,126.1518624
0.24,401.84,188.3989936
0.39,405.38,304.8131911
0.3,423.85,233.4340719
0.55,398.73,426.0514919
0.52,380.91,400.9644595
0.59,349.13,452.8607494
0.59,326.95,451.6661958
0.56,334.89,427.6180162
0.57,339.11,434.0043266
0.56,337,425.2437789
0.55,335.85,416.4912321
0.52,343.96,392.7012242
0.47,338.31,353.9687471
0.49,336.96,368.0642478
0.53,333.8,396.923111
0.6,330.87,448.0916914
0.66,333.16,491.4814127
0.62,331.55,460.388415
0.58,332.51,429.5510449
0.58,334.75,428.2913355
0.56,335.05,412.2418781
0.57,350.2,418.3855118
0.3,385.39,219.5447328
0.23,394.39,167.8595894
0.27,416.38,196.4698395
0.44,406.99,319.1984942
0.56,377.5,404.945658
0.52,352.7,374.8870127
0.59,350.56,424.0328968
0.6,344.29,430.0001164
0.56,326.29,400.1002132
0.52,324.45,370.347671
0.5,343.8,354.9134131
0.2,374.11,141.5204737
0.25,371.07,176.330793
0.47,353.74,330.5270587
0.55,353.73,415.711425
0.49,340.34,370.2842507
0.49,330.06,370.2842507
0.53,328.41,400.4284137
0.57,312.23,430.6494261
0.6,317.32,453.2210691
0.59,323.94,445.6673846
0.61,331.36,460.6790534
0.62,341.48,468.2700586
0.66,325.34,498.3774605
0.62,337.27,481.3302585
0.59,332.8,458.0400847
0.55,309.26,426.9865196
0.41,322.36,318.2990419
0.47,324.05,364.8793895
0.63,300.68,488.9972873
0.57,305.55,442.4261171
0.52,321.79,403.537258
0.55,315.24,426.8182537
0.54,319.53,419.0579218
0.39,344.12,302.5932705
0.37,349.54,287.0756669
0.34,355.83,263.82121
0.34,352.15,263.7691744
0.45,340.82,349.1062602
0.49,328.45,380.1379277
0.52,328.26,403.3320811
0.55,321.16,426.6012396
0.61,315.55,473.0461673
0.55,326.05,426.5170361
0.57,322.48,414.0061687
0.56,330.62,408.818981
0.58,321.09,425.5591321
0.52,339.21,383.4434667
0.56,326.01,415.0185532
0.55,320.68,409.6057454
0.56,320.08,419.0771946
0.56,320.4,421.0899039
0.57,322.65,430.6481287
0.58,321.51,440.2669283
0.54,337.35,411.7658895
0.42,344.55,321.7411576
0.45,350.77,346.297866
0.41,357.48,316.8814473
0.55,356.49,426.9902736
0.55,363.52,428.8022589
0.6,347.38,469.7887543
0.61,354.05,479.6066097
0.54,369.4,426.4002657
0.46,373.51,364.7122029
0.4,368.86,318.4222676
0.55,331.86,439.6637423
0.66,329.7,529.6353368
0.52,356.24,418.9267013
0.55,360.29,444.8977692
0.65,330.16,527.7176338
0.67,324.56,546.0293184
0.59,341.34,482.6475466
0.59,349.17,484.4096655
0.6,355.92,494.3596819
0.48,369.62,396.9393428
0.48,370.4,398.3820891
0.53,360.99,442.0346717
0.57,373.37,477.7697359
0.58,371.72,488.4237449
0.52,385.86,439.9461603
0.58,381.59,493.0562252
0.59,371.41,503.8423303
0.55,377.04,471.7927461
0.55,375.84,473.9129672
0.58,376.16,501.8662606
0.64,377.05,556.1639632
0.65,370.67,567.240321
0.56,393.23,490.6974231
0.58,394.05,510.2392089
0.72,348.41,635.9676913
0.68,344.81,603.0344114
0.61,368.09,543.0100458
0.67,355.12,598.6813437
0.67,355.64,600.8790174
0.54,378.13,486.0471084
0.58,378.3,523.9157671
0.6,369.75,543.8890314
0.51,398.19,463.8681445
0.38,421.02,346.806726
0.61,393.38,558.5866767
0.66,381.49,606.2904835
0.67,366,617.4289437
0.66,362.31,610.0170435
0.61,376.47,565.5846313
0.54,400.1,502.0021061
0.49,417.09,456.7000009
0.48,427.22,448.4665102
0.51,412.7,477.740151
0.48,416.11,450.6901092
0.52,408.87,489.3744639
0.54,407.93,509.3366761
0.53,410.77,501.0158824
0.52,416.45,492.6822691
0.41,420.54,389.2462234
0.54,402.55,513.7360667
0.32,410.07,305.0588228
0.56,410.26,534.869526
0.6,395.8,574.1496608
0.55,403.44,527.2600028
0.49,411.39,470.6274781
0.42,416.3,404.0586482
0.56,409.13,539.6751059
0.48,419.19,463.3121216
0.57,414.15,551.035766
0.49,420.77,474.4158047
0.57,418.73,552.6388634
0.6,411.1,582.5162798
0.61,425.17,593.0173669
0.66,393.47,642.4502858
0.6,414.73,584.7402037
0.5,432.77,487.843971
0.58,418.54,566.5802514
0.6,428.02,586.7085261
0.6,430.05,587.331747
0.53,438.32,519.3046579
0.41,438.73,401.8983739
0.57,426.73,558.9698162
0.63,414.52,618.0609859
0.52,430.38,510.3487258
0.44,424.18,432.0006185
0.58,406.61,569.6267532
0.45,414.05,442.0809002
0.46,427.52,452.0323757
0.36,419.38,353.8615738
0.5,411.27,491.5681489
0.38,417.53,373.659698
0.51,416.15,501.5785761
0.5,423.86,491.8261443
0.51,439.17,501.705707
0.55,434.83,541.0986736
0.47,435.63,462.4275092
0.53,433.33,521.4578375
0.44,437.18,432.9039988
0.27,435.12,265.6414196
0.46,434.96,452.5639254
0.55,416.88,541.0565044
0.38,428.04,373.7827438
0.48,414.48,472.0955858
0.52,420.45,511.3446649
0.34,434.4,334.2790862
0.5,426.01,491.4935944
0.38,438.61,373.4379427
0.52,431.59,510.8856405
0.43,438.1,422.3497842
0.47,437.23,461.482535
0.34,446.78,333.6447142
0.37,438.18,362.9026129
0.37,441.31,362.6956847
0.37,445.8,362.5143646
0.55,431.8,538.5594165
0.61,423.26,596.9724761
0.52,433.27,508.5984062
0.49,430.14,479.0256759
0.47,437.38,459.170842
0.39,434.99,380.8009975
0.23,438.66,224.4418893
0.53,431.99,516.9373808
0.43,436.98,419.1334225
0.43,440.45,418.8945501
0.32,440.96,311.5322671
0.58,441.42,564.3300162
0.61,440.13,593.1321224
0.52,441.01,505.366178
0.49,443.14,475.904343
0.44,446.85,427.1022004
0.34,450.41,329.7921033
0.31,450.05,300.5233493
0.49,447.77,474.7051737
0.48,448.12,464.7598675
0.56,457.43,541.8271488
0.48,452.09,464.1565137
0.48,454.05,463.8198482
0.55,449.16,531.1545481
0.45,451.3,434.2699347
0.37,451.69,356.8607162
0.45,445.29,433.7040373
0.55,440.09,529.9341245
0.37,446.43,356.4084405
0.23,451.61,221.4887887
0.11,450.59,105.8921441
0.25,453.5,240.6175517
0.41,440.25,394.4732497
0.47,435.88,452.0724413
0.47,438.81,451.9525782
0.56,440.04,538.3048511
0.4,447.69,384.3933009
0.41,446.35,393.8976179
0.27,443.91,259.3028952
0.23,442.64,220.8081655
0.32,446.01,307.1282106
0.45,448.52,431.7737277
0.55,444.45,527.5321411
0.45,444.68,431.4992301
0.4,445.35,383.3874243
0.33,443.55,316.1790024
0.47,445.06,450.1910835
0.48,441.79,459.6006693
0.41,440.65,392.4309403
0.53,441.64,507.1471043
0.43,443.92,411.2764223
0.42,444.45,401.5626275
0.43,442.94,411.0075623
0.46,446.13,439.4858213
0.6,446.54,573.0276702
0.48,446.02,458.2571943
0.41,444.3,391.2805849
0.26,444.97,248.1915557
0.21,441.21,200.4943869
0.22,443.26,210.09434
0.29,441.25,276.9864408
0.15,444.22,143.2938006
0.2,441.98,191.0738155
0.35,442.16,334.4368803
0.4,442.2,382.2154383
0.34,441.63,324.9139676
0.24,443.52,229.3516474
0.19,441.55,181.5730268
0.32,441.05,305.7838875
0.34,449.17,324.8996863
0.45,445.75,429.9801955
0.37,447.98,353.5155458
0.4,440.95,382.1172625
0.41,438.52,391.6422941
0.49,431.71,467.9469419
0.48,439.34,458.3264026
0.55,437.32,525.0770639
0.52,437.58,496.3183445
0.43,438.26,410.3134081
0.48,440.47,457.9123869
0.47,440.48,448.1850353
0.41,438.81,390.8716903
0.52,435.61,495.5679374
0.54,437.88,514.4537653
0.54,441.34,514.2307289
0.2,443.45,190.3897009
0.4,437.05,380.5798908
0.47,438.51,446.9852722
0.41,443.78,389.865039
0.45,445.41,427.9077217
0.31,441.58,294.7073314
0.45,442.22,427.64925
0.52,437.41,494.0842501
0.41,438.42,389.4246547
0.44,435.98,417.7263967
0.48,437.23,455.5312738
0.5,440.85,474.2398651
0.44,441.05,417.1192141
0.49,435.52,464.1990398
0.26,437.97,246.1363515
0.42,437.4,397.3184412
0.46,440.68,434.838845
0.47,441.79,443.8766998
0.43,435.45,405.7447679
0.46,433.83,433.6311947
0.51,431.34,480.2895832
0.52,426.23,489.2101899
0.47,430.05,441.6310145
0.36,437.1,337.8833972
0.48,433.9,449.9766736
0.4,436.69,374.4608513
0.49,433.39,458.1128084
0.43,433.3,401.440669
0.53,428.89,494.0261337
0.57,426.54,530.5692984
0.61,423.67,566.879188
0.59,426.04,547.3350081
0.3,431.14,277.8659166
0.41,429.08,379.0648137
0.37,428.88,341.544202
0.59,423.05,543.8139474
0.56,428.94,515.3236796
0.44,430.23,404.2288115
0.4,436.4,366.823365
0.53,426.54,485.2128597
0.52,426.05,475.1791867
0.55,421.49,501.6520615
0.59,409.78,537.1117566
0.64,404.99,581.5041328
0.64,410.06,580.3647228
0.59,412.31,533.8939588
0.56,412.57,505.6606882
0.55,408.56,495.6130855
0.56,401.4,503.5110147
0.55,402.39,493.3503329
