Clearness,GHI,Solar Angle,sin(b),Y,X
0.38,355.7378087,61.77,0.881055904,6.968412193,1.135001758
0.34,317.8741936,61.53,0.879066832,6.969359701,1.137569936
0.29,270.7390558,61.29,0.877062336,6.97020703,1.140169814
0.44,410.1349035,61.04,0.874957955,6.971046136,1.142912061
0.42,390.9457988,60.8,0.872922077,6.971978482,1.145577625
0.3,278.7930433,60.55,0.870785085,6.972802608,1.148388985
0.3,278.3059363,60.29,0.868545027,6.973629653,1.151350786
0.52,481.6342554,60.04,0.866374259,6.974549782,1.154235586
0.4,369.8193304,59.78,0.864099162,6.975373068,1.157274586
0.42,387.6988239,59.54,0.861983279,6.976248785,1.160115311
0.48,442.4249063,59.31,0.859941365,6.977130994,1.162869982
0.5,460.1104282,59.07,0.857795899,6.978002791,1.165778481
0.41,376.6677561,58.83,0.855635381,6.978872585,1.168722124
0.52,476.8703745,58.58,0.853368879,6.979734546,1.171826188
0.58,530.9876577,58.34,0.85117775,6.980600253,1.174842739
0.45,411.2127577,58.09,0.848879445,6.981456535,1.178023577
0.59,538.1358478,57.84,0.846564978,6.982312096,1.181244236
0.61,555.3189348,57.59,0.844234393,6.983164034,1.184505166
0.58,526.9881204,57.34,0.841887736,6.984013786,1.187806827
0.6,544.0919276,57.09,0.83952505,6.984862805,1.191149686
0.6,542.943009,56.83,0.837050902,6.985700378,1.194670476
0.59,532.7496537,56.57,0.834559518,6.98653558,1.198236889
0.56,504.6242325,56.32,0.832147749,6.987377825,1.201709674
0.38,341.6681885,56.06,0.829622703,6.988208339,1.205367206
0.21,188.3701271,55.79,0.82698246,6.989028331,1.20921549
0.24,214.7913538,55.53,0.824422645,6.989855427,1.212970078
0.31,276.7994399,55.27,0.821845854,6.990678609,1.216773188
0.61,543.325767,55,0.819152044,6.991490967,1.220774589
0.58,515.3123481,54.73,0.816440044,6.992302194,1.224829683
0.57,505.1417084,54.46,0.813709913,6.993109268,1.228939189
0.51,450.8049134,54.19,0.810961712,6.993913671,1.233103838
0.48,423.1795017,53.92,0.808195503,6.994716908,1.23732438
0.57,501.1948075,53.65,0.805411346,6.995515924,1.24160158
0.48,420.8671064,53.37,0.802505183,6.996303263,1.246097872
0.5,437.2098408,53.1,0.799684658,6.997098251,1.250492915
0.62,540.5668209,52.82,0.796740914,6.997879787,1.255113152
0.65,565.0556047,52.54,0.793778143,6.998658332,1.259797853
0.63,546.0361809,52.26,0.790796414,6.999435421,1.26454797
0.55,475.2564503,51.98,0.787795799,7.000207915,1.269364474
0.46,396.2786935,51.71,0.78488453,7.000865192,1.27407276
0.48,412.1437784,51.43,0.781847028,7.001437614,1.279022576
0.59,505.0135755,51.16,0.778900323,7.002090249,1.283861324
0.47,401.0242271,50.89,0.775936322,7.002729248,1.28876555
0.45,382.6733682,50.61,0.772844343,7.003367115,1.293921614
0.59,500.0667684,50.34,0.769845312,7.003940047,1.298962252
0.62,523.689922,50.06,0.766717149,7.00457288,1.304261946
0.62,521.9519642,49.79,0.763683363,7.005213384,1.309443217
0.66,553.6716069,49.51,0.760519304,7.005840972,1.314891015
0.6,501.5896805,49.24,0.757451045,7.006404411,1.320217335
0.2,166.593927,48.96,0.754251381,7.007026759,1.325817924
0.31,257.3176173,48.69,0.75114893,7.007645506,1.331293915
0.66,545.8147093,48.41,0.747913956,7.008262341,1.337052199
0.66,543.8267731,48.14,0.7447776,7.008815837,1.342682702
0.65,533.5615501,47.86,0.741507614,7.0094272,1.348603819
0.64,523.3419362,47.58,0.73821992,7.010035655,1.354609884
0.61,496.8776724,47.3,0.734914595,7.010641169,1.360702327
0.64,519.3235046,47.03,0.731710695,7.011184183,1.366660358
0.66,533.4278001,46.75,0.72837097,7.01178396,1.372926766
0.66,531.2797469,46.47,0.72501385,7.012368678,1.379283996
0.64,513.0870251,46.19,0.721639415,7.012962262,1.385733621
0.58,463.0403585,45.91,0.718247747,7.013482112,1.392277254
0.57,453.24622,45.64,0.714960963,7.014081764,1.398677763
0.56,443.4202139,45.36,0.711535677,7.014666099,1.405410905
0.58,457.3005013,45.08,0.708093399,7.015247177,1.412243076
0.5,392.4979033,44.8,0.70463421,7.015754838,1.419176057
0.5,390.7861425,44.52,0.701158193,7.016329391,1.426211674
0.45,350.1511079,44.24,0.697665431,7.016888111,1.433351798
0.39,302.1092397,43.96,0.694156007,7.017455762,1.440598352
0.41,316.1450546,43.68,0.690630006,7.017950307,1.447953306
0.57,437.5095375,43.4,0.687087511,7.018511038,1.455418683
0.58,444.0108366,43.25,0.68518299,7.018645481,1.459464135
0.55,419.9819802,43.11,0.683401201,7.018721989,1.463269305
0.58,441.6184376,42.95,0.681359874,7.018838084,1.467653201
0.52,394.8692233,42.8,0.679441304,7.018965527,1.471797481
0.44,333.1929857,42.65,0.677518078,7.019021454,1.475975377
0.46,347.3895445,42.5,0.675590208,7.019144135,1.480187233
0.46,346.4374972,42.35,0.673657707,7.019264359,1.484433399
0.48,360.5527326,42.21,0.671849874,7.019327763,1.488427756
0.59,441.8578029,42.05,0.669778868,7.019428529,1.493030085
0.62,463.0280811,41.9,0.667832555,7.019541306,1.49738133
0.62,461.6946604,41.75,0.665881666,7.019582868,1.501768334
0.66,490.0908934,41.6,0.663926213,7.019690576,1.506191473
0.65,481.3934124,41.46,0.662097017,7.019810939,1.510352674
0.55,406.1383354,41.31,0.660132778,7.019845115,1.51484676
0.26,191.3980148,41.15,0.658032604,7.019929554,1.51968154
0.38,278.9236745,41,0.656059029,7.020026713,1.524253087
0.2,146.3631552,40.85,0.654080958,7.020052956,1.528862732
0.23,167.8595894,40.71,0.652230713,7.020160747,1.533199801
0.55,400.2163398,40.56,0.650243987,7.020249872,1.53788427
0.62,449.7796964,40.41,0.648252805,7.020268228,1.542608058
0.41,296.478071,40.25,0.64612398,7.02033525,1.547690585
0.41,295.5839908,40.1,0.64412363,7.020415748,1.552496996
0.46,330.6019196,39.95,0.642118865,7.020425625,1.557344059
0.41,293.8334129,39.81,0.640243781,7.020517371,1.561905059
0.52,371.5216266,39.66,0.63823052,7.020589289,1.566831997
0.61,434.4463063,39.51,0.636212884,7.020590731,1.571800924
0.57,404.6012909,39.35,0.634055934,7.020639137,1.577147923
0.59,417.4853974,39.2,0.632029303,7.02070183,1.582205122
0.59,416.1406715,39.05,0.629998339,7.020694194,1.587305772
0.58,407.8844554,38.91,0.628098877,7.02076879,1.592106015
0.53,400.5946459,42.18,0.671461959,7.026126246,1.489287646
0.5,377.8410721,42.17,0.671332613,7.026111411,1.489574588
0.52,392.954715,42.17,0.671332613,7.026111411,1.489574588
0.52,392.8731607,42.16,0.671203246,7.026096568,1.489861685
0.53,400.4284137,42.16,0.671203246,7.026096568,1.489861685
0.56,423.0063312,42.15,0.67107386,7.026081715,1.490148939
0.57,430.5600156,42.15,0.67107386,7.026081715,1.490148939
0.55,415.3663596,42.14,0.670944452,7.026066855,1.490436349
0.52,392.7426298,42.14,0.670944452,7.026149908,1.490436349
0.55,415.3145504,42.13,0.670815025,7.026135038,1.490723915
0.46,357.1159982,43.59,0.689493141,7.026387973,1.45034075
0.55,426.9865196,43.59,0.689493141,7.026387973,1.45034075
0.53,411.4597371,43.59,0.689493141,7.026387973,1.45034075
0.48,372.6427808,43.59,0.689493141,7.026387973,1.45034075
0.53,411.4597371,43.59,0.689493141,7.026387973,1.45034075
0.52,403.6168086,43.58,0.689366718,7.026374304,1.450606729
0.56,434.6642554,43.58,0.689366718,7.026374304,1.450606729
0.57,442.3389174,43.57,0.689240274,7.026360628,1.45087285
0.61,473.380245,43.57,0.689240274,7.026360628,1.45087285
0.59,457.8595812,43.57,0.689240274,7.026360628,1.45087285
0.45,349.1460814,43.56,0.689113808,7.026346945,1.451139112
0.37,287.0756669,43.56,0.689113808,7.026346945,1.451139112
0.42,325.8967888,43.56,0.689113808,7.026430143,1.451139112
0.39,302.5587588,43.55,0.688987322,7.026416451,1.451405516
0.42,325.8325095,43.55,0.688987322,7.026416451,1.451405516
0.38,294.8008419,43.55,0.688987322,7.026416451,1.451405516
0.55,426.6012396,43.54,0.688860815,7.026402752,1.451672063
0.55,426.6012396,43.54,0.688860815,7.026402752,1.451672063
0.59,457.5364569,43.53,0.688734286,7.026389044,1.451938752
0.56,434.2718913,43.53,0.688734286,7.026389044,1.451938752
0.5,363.1633058,40.4,0.648119901,7.021679359,1.542924385
0.48,350.4162695,40.65,0.651436559,7.021666229,1.535068898
0.48,352.186868,40.9,0.654740814,7.021646911,1.527321925
0.48,353.9478154,41.15,0.658032604,7.021619463,1.51968154
0.49,363.1412341,41.4,0.661311865,7.021671463,1.512145861
0.48,357.4741051,41.65,0.664578537,7.02163432,1.504713055
0.43,321.7914172,41.9,0.667832555,7.021591436,1.49738133
0.59,443.6482916,42.15,0.67107386,7.021540929,1.490148939
0.59,445.7585894,42.4,0.674302388,7.021486891,1.483014176
0.34,258.0875097,42.65,0.677518078,7.021427417,1.475975377
0.49,373.6394182,42.89,0.680593006,7.021431891,1.469306901
0.58,444.3092176,43.14,0.683783357,7.021362073,1.462451507
0.58,446.3394718,43.39,0.686960689,7.021285195,1.455687372
0.56,432.8136842,43.63,0.689998625,7.021191515,1.449278251
0.61,473.5710307,43.88,0.693150266,7.021106704,1.442688618
0.6,467.7842824,44.12,0.696163428,7.021003715,1.436444318
0.58,454.1291291,44.36,0.699164374,7.020978167,1.430278826
0.55,432.4321891,44.6,0.702153053,7.020866401,1.424190916
0.59,465.8817718,44.85,0.705253159,7.020763086,1.417930551
0.62,491.5686213,45.09,0.708216629,7.020642606,1.411997345
0.68,541.3178549,45.33,0.711167673,7.020516169,1.406138155
0.66,527.5964908,45.58,0.714228408,7.020399683,1.40011233
0.63,505.5610033,45.81,0.717032275,7.020338595,1.394637361
0.6,483.3769631,46.05,0.71994573,7.02020188,1.388993584
0.57,461.0758699,46.3,0.722967146,7.020073024,1.383188718
0.5,405.9366414,46.53,0.725734693,7.01991504,1.377914008
0.59,480.8317878,46.77,0.728610099,7.019766771,1.372476172
0.56,458.1061459,47.01,0.731472722,7.019614762,1.367104979
0.46,377.6753324,47.24,0.734204025,7.019532033,1.362019229
0.47,387.2484175,47.47,0.736923498,7.019360172,1.356992962
0.45,372.1306339,47.71,0.739748547,7.019197608,1.351810699
0.12,99.59552228,47.95,0.742560616,7.019031517,1.346691406
0.62,517.0971632,48.29,0.746522066,7.018596697,1.339545132
0.65,544.8251374,48.64,0.75057257,7.018166748,1.332316208
0.66,555.7925373,48.98,0.754480526,7.017636345,1.325415256
0.64,541.4721973,49.32,0.758361915,7.01717337,1.318631619
0.59,501.5571946,49.67,0.762329567,7.016726705,1.311768615
0.56,478.2232288,50.01,0.766156619,7.016264791,1.30521616
0.72,617.6195948,50.35,0.769956692,7.015797802,1.298774347
0.72,620.395157,50.7,0.77384021,7.015250566,1.292256447
0.69,597.0477928,51.03,0.777475366,7.014764165,1.286214385
0.62,538.7838394,51.37,0.781193703,7.014282392,1.280092244
0.63,549.7867727,51.71,0.78488453,7.013784644,1.27407276
0.62,543.272147,52.05,0.788547719,7.013208542,1.26815407
0.66,580.6170308,52.38,0.792076614,7.012703985,1.262504134
0.72,635.9676913,52.72,0.795684962,7.012203777,1.25677881
0.7,620.7707176,53.06,0.799265291,7.011699102,1.251149038
0.67,596.4208699,53.39,0.802713402,7.01118168,1.245774641
0.52,464.6482071,53.73,0.806238149,7.010583152,1.240328309
0.4,358.7337417,54.06,0.809632078,7.010046538,1.235128927
0.59,531.0514702,54.39,0.812999149,7.009516906,1.230013588
0.56,505.8497062,54.72,0.816339251,7.008983359,1.224980912
0.53,480.4353111,55.05,0.819652272,7.00844595,1.220029559
0.51,463.8681445,55.38,0.822938104,7.007819183,1.215158219
0.66,602.3485242,55.71,0.826196636,7.007274142,1.210365616
0.59,540.2723594,56.04,0.829427761,7.006725385,1.205650507
0.54,496.0558501,56.36,0.832534698,7.00615504,1.201151139
0.61,562.1367995,56.69,0.835711526,7.005513348,1.196585148
0.59,545.3182661,57,0.838670568,7.004939639,1.192363293
0.62,574.8565105,57.33,0.841793536,7.004376765,1.187939747
0.62,576.3727885,57.65,0.844795201,7.003451501,1.183718845
0.59,549.9040827,57.97,0.847770515,7.002521909,1.179564496
0.43,401.7512488,58.28,0.850627633,7.001583993,1.175602532
0.44,412.1679734,58.61,0.853641718,7.000655228,1.171451652
0.48,450.6901092,58.92,0.856447337,6.999711609,1.167614116
0.5,470.5523692,59.23,0.859227884,6.998775541,1.1638356
0.45,424.4472301,59.54,0.861983279,6.99781479,1.160115311
0.37,349.7658047,59.85,0.864713441,6.996873184,1.156452477
0.41,388.4610198,60.17,0.867505119,6.995924815,1.152730949
0.52,493.678137,60.47,0.870097744,6.994959952,1.149296164
0.6,570.8178519,60.78,0.872751729,6.993999936,1.145801225
0.55,524.3198517,61.09,0.875380165,6.993035916,1.142360816
0.46,439.3571106,61.39,0.877899415,6.99206459,1.13908266
0.38,363.6281185,61.69,0.880394596,6.991100787,1.135854314
0.58,556.0196393,61.99,0.882865641,6.990113043,1.132675181
0.66,633.906399,62.29,0.885312482,6.989231361,1.129544675
0.65,625.3288603,62.58,0.887654691,6.988233077,1.126564204
0.62,597.4974387,62.88,0.890053735,6.987259239,1.123527671
0.34,328.1794195,63.17,0.892349617,6.986267407,1.120637002
0.55,531.7011777,63.46,0.894622639,6.985271919,1.117789733
0.59,571.2353566,63.75,0.896872742,6.984275348,1.114985386
0.61,591.420538,64.03,0.899023454,6.983269813,1.112318033
0.42,407.7613959,64.31,0.901152695,6.982263319,1.109689851
0.59,573.5741745,64.59,0.903260416,6.981264384,1.107100436
0.57,554.8434286,64.87,0.905346565,6.980242346,1.104549395
0.56,545.7575235,65.14,0.907337732,6.979233813,1.102125444
0.59,575.6558858,65.41,0.90930875,6.978213387,1.099736476
0.53,517.7371263,65.69,0.91133144,6.977194536,1.097295623
0.52,508.4807226,65.95,0.913190165,6.976164906,1.095062166
0.57,557.9651596,66.22,0.915100476,6.975136851,1.092776177
0.62,607.4884677,66.48,0.916920829,6.97410314,1.090606701
0.37,362.6887765,66.64,0.918031664,6.973320772,1.089287047
0.55,539.3568402,66.8,0.919135339,6.972536293,1.087979057
0.6,588.6295104,66.96,0.920231847,6.971752228,1.086682669
0.48,471.0911315,67.12,0.921321179,6.97096731,1.08539782
0.45,441.8188143,67.28,0.922403327,6.970180275,1.084124451
0.57,559.8056023,67.43,0.923411307,6.969389027,1.082941039
0.49,481.3769802,67.58,0.924412959,6.968596976,1.081767613
0.61,599.4342374,67.73,0.925408274,6.967802856,1.080604127
0.51,501.3038962,67.88,0.926397247,6.967009193,1.07945053
0.54,530.8936008,68.02,0.92731456,6.966210205,1.078382722
0.61,599.8221468,68.16,0.928226337,6.965409189,1.07732345
0.52,511.4134502,68.3,0.929132572,6.964608677,1.076272677
0.39,383.6243925,68.44,0.930033259,6.963807401,1.075230365
0.52,511.5430738,68.57,0.930864639,6.962999665,1.074270047
0.52,511.5842005,68.7,0.931691228,6.962192474,1.073316964
0.53,521.4608082,68.83,0.93251302,6.961384558,1.072371087
0.48,472.2637019,68.95,0.933267336,6.960570281,1.071504339
0.62,610.0010892,69.07,0.934017559,6.959756585,1.070643684
0.55,541.1214104,69.19,0.934763684,6.958942199,1.069789099
0.52,511.5940026,69.31,0.93550571,6.958125844,1.068940563
0.43,423.0078125,69.42,0.936182295,6.957305781,1.068168033
0.49,481.9830118,69.53,0.936855429,6.956485056,1.06740055
0.55,540.9428588,69.64,0.93752511,6.95566239,1.066638098
0.57,560.5124212,69.74,0.938130913,6.954836095,1.065949311
0.49,481.7551536,69.84,0.938733858,6.954009164,1.065264656
0.48,471.8338506,69.94,0.939333943,6.953180313,1.064584121
0.33,324.3013713,70.03,0.939871573,6.952347904,1.063975152
0.23,225.9686487,70.12,0.940406885,6.951514878,1.063369501
0.48,471.4602243,70.21,0.940939876,6.950679949,1.062767161
0.48,471.3013123,70.29,0.941411696,6.949841519,1.062234519
0.48,471.0278318,70.28,0.941352819,6.949323627,1.062300956
0.55,539.44983,70.27,0.941293913,6.948886635,1.062367435
0.32,313.6827543,70.26,0.941234979,6.948378881,1.062433954
0.46,450.6935343,70.25,0.941176015,6.947941479,1.062500514
0.51,499.3914589,70.24,0.941117023,6.947422615,1.062567115
0.57,557.82674,70.22,0.940998953,6.946980582,1.062700438
0.48,469.4754519,70.21,0.940939876,6.946461222,1.062767161
0.57,557.2339495,70.2,0.940880769,6.946042941,1.062833924
0.55,537.3275811,70.18,0.94076247,6.945509524,1.062967574
0.5,488.2064071,70.16,0.940644056,6.945075935,1.063101386
0.59,575.7422379,70.15,0.940584806,6.944546262,1.063168354
0.52,507.1838453,70.14,0.940525528,6.944116507,1.063235362
0.55,536.1008893,70.12,0.940406885,6.943602012,1.063369501
0.52,506.5701536,70.1,0.940288127,6.943158221,1.063503804
0.5,486.7691673,70.08,0.940169255,6.942632564,1.06363827
0.57,554.6001884,70.06,0.940050268,6.942188319,1.0637729
0.55,534.7912579,70.04,0.939931167,6.941662133,1.063907694
0.48,466.4918566,70.03,0.939871573,6.941221776,1.063975152
0.46,446.7673424,70.01,0.9397523,6.940705711,1.064110191
0.56,543.5846187,69.99,0.939632913,6.94026988,1.064245395
0.5,484.9883872,69.96,0.939453617,6.939728959,1.064448507
0.35,339.3005557,69.94,0.939333943,6.93929266,1.064584121
0.5,484.3930344,69.92,0.939214155,6.938755571,1.064719899
0.41,396.9823868,69.9,0.939094252,6.938329463,1.064855841
0.27,261.2380896,69.87,0.938914184,6.937796727,1.065060064
0.24,232.0782568,69.85,0.938793995,6.937350196,1.065196417
0.12,115.954962,69.82,0.938613497,6.936816889,1.065401257
0.15,144.8603313,69.8,0.938493023,6.936369888,1.065538023
0.2,193.0088598,69.77,0.938312096,6.935846666,1.065743481
0.3,289.3465266,69.75,0.938191336,6.935399196,1.06588066
0.37,356.6010973,69.72,0.938009981,6.934864745,1.066086737
0.37,356.5011383,69.68,0.937767774,6.934842642,1.066362086
0.42,404.5717432,69.63,0.937464373,6.934906175,1.066707204
0.29,279.2684728,69.59,0.937221138,6.934883961,1.066984044
0.41,394.6889006,69.54,0.936916452,6.934857147,1.067331028
0.18,173.2446372,69.5,0.936672189,6.934925021,1.067609364
0.23,221.2898718,69.45,0.936366219,6.934898068,1.067958219
0.28,269.3197523,69.41,0.936120929,6.934875632,1.068238054
0.2,192.320246,69.36,0.935813676,6.93493873,1.068588786
0.25,240.3146657,69.31,0.93550571,6.934911563,1.068940563
0.14,134.5376553,69.27,0.935258824,6.934888953,1.069222738
0.29,278.6105102,69.22,0.934949575,6.934951823,1.069576399
0.29,278.510517,69.17,0.934639615,6.934924441,1.06993111
0.35,336.0124258,69.12,0.934328942,6.934896981,1.070286871
0.45,431.8990461,69.07,0.934017559,6.934959609,1.070643684
0.47,450.9636712,69.03,0.93376794,6.934936699,1.070929893
0.41,393.2512324,68.98,0.933455276,6.934909023,1.071288605
0.52,498.6213325,68.93,0.933141901,6.934971421,1.071648373
0.52,498.4036516,68.87,0.932764913,6.93493884,1.072081492
0.52,498.2214583,68.82,0.932449975,6.934910916,1.072443591
0.49,469.3481509,68.77,0.932134327,6.934973054,1.072806752
0.44,421.3006135,68.72,0.931817969,6.934944973,1.073170976
0.45,430.7168857,68.67,0.931500902,6.934916813,1.073536266
0.42,401.8901581,68.62,0.931183125,6.934978704,1.073902622
0.34,325.1953107,68.56,0.930800857,6.934945546,1.074343661
0.44,420.6846574,68.51,0.93048152,6.934917136,1.07471237
0.4,382.3326161,68.46,0.930161475,6.934978763,1.075082152
0.34,324.8373462,68.4,0.929776486,6.934945305,1.075527307
0.31,296.0642963,68.35,0.929454883,6.934916642,1.075899453
0.29,276.8637215,68.29,0.929068024,6.934973081,1.076347451
0.26,248.1291514,68.24,0.928744864,6.934944243,1.07672197
0.27,257.7373847,68.21,0.928550629,6.93540487,1.0769472
0.48,458.2728845,68.18,0.928356138,6.935773849,1.07717282
0.48,458.3876508,68.15,0.928161394,6.936234046,1.07739883
0.55,525.3191118,68.12,0.927966395,6.93660267,1.077625231
0.46,439.4343219,68.08,0.927706,6.937057464,1.077927705
0.54,515.8993019,68.04,0.927445153,6.937419355,1.078230876
0.55,525.5436691,68,0.927183855,6.937873688,1.078534743
0.55,525.5462276,67.95,0.926856596,6.938231579,1.078915557
0.57,544.7087104,67.9,0.926528631,6.938680425,1.079297462
0.55,525.5975253,67.85,0.926199961,6.939037887,1.079680461
0.48,458.7108045,67.79,0.925804625,6.939481186,1.080141504
0.32,305.7838875,67.73,0.925408274,6.939833147,1.080604127
0.33,315.3438131,67.67,0.925010909,6.940275887,1.081068332
0.36,343.9841564,67.61,0.924612529,6.940627364,1.081534122
0.13,124.2081647,67.54,0.924146471,6.941064436,1.082079553
0.29,277.0350153,67.47,0.923679033,6.941408898,1.082627151
0.16,152.8360172,67.4,0.923210217,6.941845344,1.083176921
0.13,124.1491887,67.32,0.92267274,6.942185474,1.083807895
0.14,133.6785341,67.24,0.922133464,6.942616086,1.08444172
0.17,162.296547,67.17,0.921660123,6.942960795,1.084998662
0.36,343.6050077,67.08,0.92104952,6.943385489,1.085717954
0.23,219.4699624,67,0.920504853,6.943724354,1.086360377
0.12,114.4780967,66.91,0.919889959,6.944148272,1.087086548
0.29,276.5397026,66.81,0.919204081,6.944475869,1.087897694
0.42,400.4051461,66.72,0.918584397,6.944898961,1.088631598
0.27,257.3141213,66.63,0.917962446,6.945229718,1.089369183
0.21,200.0653532,66.53,0.917268733,6.94564662,1.090193052
0.37,352.3432772,66.43,0.916572226,6.945972601,1.091021494
0.52,495.0132224,66.33,0.915872927,6.946388591,1.091854525
0.57,542.3263444,66.22,0.915100476,6.94670826,1.092776177
0.41,389.9233226,66.11,0.914324652,6.947117802,1.093703421
0.44,418.3917492,65.97,0.913332366,6.948054173,1.094891671
0.54,513.489266,65.84,0.912406074,6.949085396,1.096003225
0.39,370.7608363,65.69,0.91133144,6.950014376,1.097295623
0.45,427.64925,65.53,0.910178279,6.950925834,1.098685854
0.34,323.0550866,65.38,0.909090744,6.951942878,1.100000199
0.52,493.9044401,65.22,0.90792384,6.952863306,1.101413969
0.53,503.1704324,65.05,0.906676246,6.95377706,1.102929524
0.59,559.9238573,64.88,0.90542067,6.954789162,1.104458991
0.56,531.1486489,64.7,0.90408255,6.955695025,1.106093686
0.54,511.9190355,64.52,0.902735506,6.956678292,1.107744177
0.47,445.2521402,64.33,0.901303961,6.957576032,1.109503612
0.38,359.7377445,64.14,0.899862505,6.958472605,1.111280884
0.49,463.5381814,63.94,0.898334492,6.95945144,1.113171106
0.43,406.4797899,63.75,0.896872742,6.960345579,1.114985386
0.52,491.0976253,63.54,0.895245648,6.961226536,1.117011852
0.46,434.0525425,63.33,0.893606529,6.962184107,1.119060759
0.4,377.0706041,63.12,0.891955405,6.963062323,1.121132284
0.31,291.9407271,62.91,0.890292299,6.963939218,1.123226609
0.37,348.0918659,62.69,0.88853717,6.964897499,1.125445321
0.46,432.23461,62.46,0.886688256,6.965759127,1.127792089
0.52,488.053796,62.24,0.884906359,6.966625554,1.130063074
0.61,571.8453561,62.01,0.883029518,6.96756157,1.132464974
0.55,514.8836705,61.77,0.881055904,6.968412193,1.135001758
0.43,402.0173625,61.53,0.879066832,6.969359701,1.137569936
0.31,289.4107149,61.29,0.877062336,6.97020703,1.140169814
0.27,251.6736908,61.04,0.874957955,6.971046136,1.142912061
0.32,297.8634658,60.8,0.872922077,6.971978482,1.145577625
0.34,315.9654491,60.55,0.870785085,6.972802608,1.148388985
0.4,371.0745818,60.29,0.868545027,6.973629653,1.151350786
0.52,481.6342554,60.04,0.866374259,6.974549782,1.154235586
0.45,416.0467467,59.78,0.864099162,6.975373068,1.157274586
0.41,378.4678995,59.54,0.861983279,6.976248785,1.160115311
0.42,387.121793,59.31,0.859941365,6.977130994,1.162869982
0.27,248.4596312,59.07,0.857795899,6.978002791,1.165778481
0.34,312.358627,58.83,0.855635381,6.978872585,1.168722124
0.4,366.823365,58.58,0.853368879,6.979734546,1.171826188
0.51,466.9029404,58.34,0.85117775,6.980600253,1.174842739
0.55,502.5933705,58.09,0.848879445,6.981456535,1.178023577
0.55,501.6520615,57.84,0.846564978,6.982312096,1.181244236
0.55,500.6974002,57.59,0.844234393,6.983164034,1.184505166
0.55,499.7301142,57.34,0.841887736,6.984013786,1.187806827
0.55,498.7509336,57.09,0.83952505,6.984862805,1.191149686
0.58,524.8449087,56.83,0.837050902,6.985700378,1.194670476
0.57,514.6903434,56.57,0.834559518,6.98653558,1.198236889
0.58,522.6465265,56.32,0.832147749,6.987377825,1.201709674
0.57,512.5022828,56.06,0.829622703,6.988208339,1.205367206
0.57,511.290345,55.79,0.82698246,6.989028331,1.20921549
0.6,536.9783846,55.53,0.824422645,6.989855427,1.212970078
0.53,473.2377521,55.27,0.821845854,6.990678609,1.216773188
0.55,489.8838883,55,0.819152044,6.991490967,1.220774589
0.56,497.5429568,54.73,0.816440044,6.992302194,1.224829683
0.56,496.2795732,54.46,0.813709913,6.993109268,1.228939189
0.59,521.5194097,54.19,0.810961712,6.993913671,1.233103838
0.59,520.1581375,53.92,0.808195503,6.994716908,1.23732438
0.55,483.6090248,53.65,0.805411346,6.995515924,1.24160158
0.54,473.4754947,53.37,0.802505183,6.996303263,1.246097872
0.52,454.6982345,53.1,0.799684658,6.997098251,1.250492915
0.43,374.9092467,52.82,0.796740914,6.997879787,1.255113152
0.55,478.1239732,52.54,0.793778143,6.998658332,1.259797853
0.61,528.7016989,52.26,0.790796414,6.999435421,1.26454797
0.38,328.359002,51.98,0.787795799,7.000207915,1.269364474
0.38,327.3606599,51.71,0.78488453,7.000865192,1.27407276
0.51,437.9027645,51.43,0.781847028,7.001437614,1.279022576
0.56,479.3349191,51.16,0.778900323,7.002090249,1.283861324
0.6,511.9458218,50.89,0.775936322,7.002729248,1.28876555
0.59,501.727305,50.61,0.772844343,7.003367115,1.293921614
0.59,500.0667684,50.34,0.769845312,7.003940047,1.298962252
0.56,473.0102522,50.06,0.766717149,7.00457288,1.304261946
0.61,513.5333842,49.79,0.763683363,7.005213384,1.309443217
0.6,503.3378245,49.51,0.760519304,7.005840972,1.314891015
0.59,493.2298525,49.24,0.757451045,7.006404411,1.320217335
0.55,458.1332993,48.96,0.754251381,7.007026759,1.325817924
0.54,448.2306881,48.69,0.75114893,7.007645506,1.331293915
0.4,330.7967935,48.41,0.747913956,7.008262341,1.337052199
0.45,370.7909817,48.14,0.7447776,7.008815837,1.342682702
0.48,394.0146832,47.86,0.741507614,7.0094272,1.348603819
0.45,367.9747989,47.58,0.73821992,7.010035655,1.354609884
0.48,390.9857095,47.3,0.734914595,7.010641169,1.360702327
0.66,535.5523642,47.03,0.731710695,7.011184183,1.366660358
0.66,533.4278001,46.75,0.72837097,7.01178396,1.372926766
0.67,539.32944,46.47,0.72501385,7.012368678,1.379283996
0.63,505.0700403,46.19,0.721639415,7.012962262,1.385733621
0.54,431.1065407,45.91,0.718247747,7.013482112,1.392277254
0.52,413.4877797,45.64,0.714960963,7.014081764,1.398677763
0.45,356.3198147,45.36,0.711535677,7.014666099,1.405410905
0.34,268.0727076,45.08,0.708093399,7.015247177,1.412243076
0.41,321.8482807,44.8,0.70463421,7.015754838,1.419176057
0.48,375.1546968,44.52,0.701158193,7.016329391,1.426211674
0.39,303.4642935,44.24,0.697665431,7.016888111,1.433351798
0.45,348.5875843,43.96,0.694156007,7.017455762,1.440598352
0.55,424.0970244,43.68,0.690630006,7.017950307,1.447953306
0.6,460.5363553,43.4,0.687087511,7.018511038,1.455418683
0.62,474.6322736,43.25,0.68518299,7.018645481,1.459464135
0.66,503.9783762,43.11,0.683401201,7.018721989,1.463269305
0.66,502.5313255,42.95,0.681359874,7.018838084,1.467653201
