Clearness,GHI,Solar Angle,sin(b),Y,X
0.5,479.887829,69.07,0.934017559,6.934959609,1.070643684
0.49,470.1536147,69.03,0.93376794,6.934936699,1.070929893
0.48,460.3916868,68.98,0.933455276,6.934909023,1.071288605
0.39,373.9659994,68.93,0.933141901,6.934971421,1.071648373
0.45,431.3108524,68.87,0.932764913,6.93493884,1.072081492
0.32,306.5978205,68.82,0.932449975,6.934910916,1.072443591
0.35,335.2486792,68.77,0.932134327,6.934973054,1.072806752
0.37,354.2755159,68.72,0.931817969,6.934944973,1.073170976
0.25,239.2871587,68.67,0.931500902,6.934916813,1.073536266
0.36,344.4772784,68.62,0.931183125,6.934978704,1.073902622
0.48,459.0992621,68.56,0.930800857,6.934945546,1.074343661
0.35,334.6355229,68.51,0.93048152,6.934917136,1.07471237
0.51,487.4740855,68.46,0.930161475,6.934978763,1.075082152
0.55,525.4721776,68.4,0.929776486,6.934945305,1.075527307
0.49,467.9725973,68.35,0.929454883,6.934916642,1.075899453
0.48,458.2571943,68.29,0.929068024,6.934973081,1.076347451
0.52,496.2583028,68.24,0.928744864,6.934944243,1.07672197
0.34,324.5581882,68.21,0.928550629,6.93540487,1.0769472
0.49,467.8202362,68.18,0.928356138,6.935773849,1.07717282
0.43,410.6389372,68.15,0.928161394,6.936234046,1.07739883
0.47,448.9090592,68.12,0.927966395,6.93660267,1.077625231
0.37,353.4580415,68.08,0.927706,6.937057464,1.077927705
0.36,343.932868,68.04,0.927445153,6.937419355,1.078230876
0.33,315.3262015,68,0.927183855,6.937873688,1.078534743
0.17,162.4415613,67.95,0.926856596,6.938231579,1.078915557
0.09,86.00663849,67.9,0.926528631,6.938680425,1.079297462
0.41,391.8090643,67.85,0.926199961,6.939037887,1.079680461
0.35,334.4766283,67.79,0.925804625,6.939481186,1.080141504
0.38,363.1183664,67.73,0.925408274,6.939833147,1.080604127
0.55,525.5730219,67.67,0.925010909,6.940275887,1.081068332
0.51,487.3108883,67.61,0.924612529,6.940627364,1.081534122
0.62,592.377401,67.54,0.924146471,6.941064436,1.082079553
0.59,563.6229622,67.47,0.923679033,6.941408898,1.082627151
0.53,506.269307,67.4,0.923210217,6.941845344,1.083176921
0.52,496.5967547,67.32,0.92267274,6.942185474,1.083807895
0.53,506.0687362,67.24,0.922133464,6.942616086,1.08444172
0.34,324.593094,67.17,0.921660123,6.942960795,1.084998662
0.33,314.9712571,67.08,0.92104952,6.943385489,1.085717954
0.34,324.4338575,67,0.920504853,6.943724354,1.086360377
0.35,333.8944488,66.91,0.919889959,6.944148272,1.087086548
0.34,324.2189617,66.81,0.919204081,6.944475869,1.087897694
0.46,438.5389696,66.72,0.918584397,6.944898961,1.088631598
0.48,457.4473268,66.63,0.917962446,6.945229718,1.089369183
0.41,390.6037848,66.53,0.917268733,6.94564662,1.090193052
0.41,390.4344423,66.43,0.916572226,6.945972601,1.091021494
0.52,495.0132224,66.33,0.915872927,6.946388591,1.091854525
0.51,485.2393608,66.22,0.915100476,6.94670826,1.092776177
0.54,513.5575468,66.11,0.914324652,6.947117802,1.093703421
0.45,427.9006526,65.97,0.913332366,6.948054173,1.094891671
0.3,285.2718145,65.84,0.912406074,6.949085396,1.096003225
0.4,380.2675244,65.69,0.91133144,6.950014376,1.097295623
0.53,503.6757834,65.53,0.910178279,6.950925834,1.098685854
0.55,522.5891107,65.38,0.909090744,6.951942878,1.100000199
0.49,465.4099532,65.22,0.90792384,6.952863306,1.101413969
0.42,398.7388332,65.05,0.906676246,6.95377706,1.102929524
0.41,389.0996297,64.88,0.90542067,6.954789162,1.104458991
0.43,407.8462839,64.7,0.90408255,6.955695025,1.106093686
0.38,360.2393213,64.52,0.902735506,6.956678292,1.107744177
0.41,388.4114414,64.33,0.901303961,6.957576032,1.109503612
0.4,378.67131,64.14,0.899862505,6.958472605,1.111280884
0.46,435.1582928,63.94,0.898334492,6.95945144,1.113171106
0.45,425.3858267,63.75,0.896872742,6.960345579,1.114985386
0.52,491.0976253,63.54,0.895245648,6.961226536,1.117011852
0.36,339.6932941,63.33,0.893606529,6.962184107,1.119060759
0.36,339.3635437,63.12,0.891955405,6.963062323,1.121132284
0.41,386.1151552,62.91,0.890292299,6.963939218,1.123226609
0.45,423.354972,62.69,0.88853717,6.964897499,1.125445321
0.52,488.6130373,62.46,0.886688256,6.965759127,1.127792089
0.37,347.2690471,62.24,0.884906359,6.966625554,1.130063074
0.23,215.6138228,62.01,0.883029518,6.96756157,1.132464974
0.48,449.3530215,61.77,0.881055904,6.968412193,1.135001758
0.41,383.3188805,61.53,0.879066832,6.969359701,1.137569936
0.45,420.112328,61.29,0.877062336,6.97020703,1.140169814
0.43,400.8136556,61.04,0.874957955,6.971046136,1.142912061
0.57,530.5692984,60.8,0.872922077,6.971978482,1.145577625
0.54,501.8274779,60.55,0.870785085,6.972802608,1.148388985
0.47,436.0126336,60.29,0.868545027,6.973629653,1.151350786
0.33,305.6525083,60.04,0.866374259,6.974549782,1.154235586
0.53,490.0106128,59.78,0.864099162,6.975373068,1.157274586
0.48,443.0843702,59.54,0.861983279,6.976248785,1.160115311
0.52,479.2936485,59.31,0.859941365,6.977130994,1.162869982
0.31,285.2684655,59.07,0.857795899,6.978002791,1.165778481
0.33,303.1716086,58.83,0.855635381,6.978872585,1.168722124
0.32,293.458692,58.58,0.853368879,6.979734546,1.171826188
0.49,448.5930212,58.34,0.85117775,6.980600253,1.174842739
0.55,502.5933705,58.09,0.848879445,6.981456535,1.178023577
0.43,392.2007026,57.84,0.846564978,6.982312096,1.181244236
0.48,436.9722765,57.59,0.844234393,6.983164034,1.184505166
0.55,499.7301142,57.34,0.841887736,6.984013786,1.187806827
0.34,308.318759,57.09,0.83952505,6.984862805,1.191149686
0.55,497.6977582,56.83,0.837050902,6.985700378,1.194670476
0.55,496.6310331,56.57,0.834559518,6.98653558,1.198236889
0.25,225.2786752,56.32,0.832147749,6.987377825,1.201709674
0.25,224.781703,56.06,0.829622703,6.988208339,1.205367206
0.1,89.70006053,55.79,0.82698246,6.989028331,1.20921549
0.13,116.3453167,55.53,0.824422645,6.989855427,1.212970078
0.12,107.1481703,55.27,0.821845854,6.990678609,1.216773188
0.37,329.5582521,55,0.819152044,6.991490967,1.220774589
0.53,470.8888698,54.73,0.816440044,6.992302194,1.224829683
0.58,514.0038436,54.46,0.813709913,6.993109268,1.228939189
0.59,521.5194097,54.19,0.810961712,6.993913671,1.233103838
0.6,528.9743771,53.92,0.808195503,6.994716908,1.23732438
0.61,536.366373,53.65,0.805411346,6.995515924,1.24160158
0.56,491.0116241,53.37,0.802505183,6.996303263,1.246097872
0.53,463.4424313,53.1,0.799684658,6.997098251,1.250492915
0.32,279.0022301,52.82,0.796740914,6.997879787,1.255113152
0.51,443.3513206,52.54,0.793778143,6.998658332,1.259797853
0.49,424.6948073,52.26,0.790796414,6.999435421,1.26454797
0.46,397.487213,51.98,0.787795799,7.000207915,1.269364474
0.48,413.5082019,51.71,0.78488453,7.000865192,1.27407276
0.4,343.4531486,51.43,0.781847028,7.001437614,1.279022576
0.29,248.2270117,51.16,0.778900323,7.002090249,1.283861324
0.25,213.3107591,50.89,0.775936322,7.002729248,1.28876555
0.33,280.6271367,50.61,0.772844343,7.003367115,1.293921614
0.36,305.1254858,50.34,0.769845312,7.003940047,1.298962252
0.41,346.3110775,50.06,0.766717149,7.00457288,1.304261946
0.48,404.0918433,49.79,0.763683363,7.005213384,1.309443217
0.52,436.2261145,49.51,0.760519304,7.005840972,1.314891015
0.47,392.9119164,49.24,0.757451045,7.006404411,1.320217335
0.57,474.792692,48.96,0.754251381,7.007026759,1.325817924
0.45,373.5255734,48.69,0.75114893,7.007645506,1.331293915
0.59,487.9252705,48.41,0.747913956,7.008262341,1.337052199
0.58,477.9083764,48.14,0.7447776,7.008815837,1.342682702
0.55,451.4751578,47.86,0.741507614,7.0094272,1.348603819
0.55,449.7469764,47.58,0.73821992,7.010035655,1.354609884
0.55,448.0044588,47.3,0.734914595,7.010641169,1.360702327
0.59,478.7513558,47.03,0.731710695,7.011184183,1.366660358
0.59,476.8521244,46.75,0.72837097,7.01178396,1.372926766
0.59,474.9318949,46.47,0.72501385,7.012368678,1.379283996
0.59,473.0021012,46.19,0.721639415,7.012962262,1.385733621
0.53,423.1230862,45.91,0.718247747,7.013482112,1.392277254
0.65,516.8597246,45.64,0.714960963,7.014081764,1.398677763
0.7,554.2752673,45.36,0.711535677,7.014666099,1.405410905
0.7,551.9143981,45.08,0.708093399,7.015247177,1.412243076
0.63,494.5473581,44.8,0.70463421,7.015754838,1.419176057
0.61,476.7590938,44.52,0.701158193,7.016329391,1.426211674
0.61,474.6492795,44.24,0.697665431,7.016888111,1.433351798
0.59,457.037055,43.96,0.694156007,7.017455762,1.440598352
0.6,462.6512994,43.68,0.690630006,7.017950307,1.447953306
0.64,491.238779,43.4,0.687087511,7.018511038,1.455418683
0.62,474.6322736,43.25,0.68518299,7.018645481,1.459464135
0.62,473.4342322,43.11,0.683401201,7.018721989,1.463269305
0.63,479.6889925,42.95,0.681359874,7.018838084,1.467653201
0.57,432.8374178,42.8,0.679441304,7.018965527,1.471797481
0.58,439.2089356,42.65,0.677518078,7.019021454,1.475975377
0.59,445.5648505,42.5,0.675590208,7.019144135,1.480187233
0.6,451.8749963,42.35,0.673657707,7.019264359,1.484433399
0.62,465.7139463,42.21,0.671849874,7.019327763,1.488427756
0.62,464.3251488,42.05,0.669778868,7.019428529,1.493030085
0.59,440.6234965,41.9,0.667832555,7.019541306,1.49738133
0.57,424.4612201,41.75,0.665881666,7.019582868,1.501768334
0.56,415.8346974,41.6,0.663926213,7.019690576,1.506191473
0.58,429.5510449,41.46,0.662097017,7.019810939,1.510352674
0.51,376.6010019,41.31,0.660132778,7.019845115,1.51484676
0.48,353.3501812,41.15,0.658032604,7.019929554,1.51968154
0.43,315.624158,41,0.656059029,7.020026713,1.524253087
0.56,409.8168345,40.85,0.654080958,7.020052956,1.528862732
0.63,459.78931,40.71,0.652230713,7.020160747,1.533199801
0.66,480.2596077,40.56,0.650243987,7.020249872,1.53788427
0.66,478.7977414,40.41,0.648252805,7.020268228,1.542608058
0.67,484.488555,40.25,0.64612398,7.02033525,1.547690585
0.69,497.4462284,40.1,0.64412363,7.020415748,1.552496996
0.67,481.5288828,39.95,0.642118865,7.020425625,1.557344059
0.54,387.0001047,39.81,0.640243781,7.020517371,1.561905059
0.24,171.4715199,39.66,0.63823052,7.020589289,1.566831997
0.37,263.516612,39.51,0.636212884,7.020590731,1.571800924
0.29,205.8497796,39.35,0.634055934,7.020639137,1.577147923
0.48,339.6491369,39.2,0.632029303,7.02070183,1.582205122
0.62,437.3003667,39.05,0.629998339,7.020694194,1.587305772
0.66,464.1443803,38.91,0.628098877,7.02076879,1.592106015
0.67,506.4120995,42.18,0.671461959,7.026126246,1.489287646
0.7,528.977501,42.17,0.671332613,7.026111411,1.489574588
0.66,498.7502152,42.17,0.671332613,7.026111411,1.489574588
0.62,468.4256915,42.16,0.671203246,7.026096568,1.489861685
0.62,468.4256915,42.16,0.671203246,7.026096568,1.489861685
0.52,392.7915932,42.15,0.67107386,7.026081715,1.490148939
0.27,203.9494811,42.15,0.67107386,7.026081715,1.490148939
0.52,392.7100127,42.14,0.670944452,7.026066855,1.490436349
0.61,460.7173158,42.14,0.670944452,7.026149908,1.490436349
0.59,445.519245,42.13,0.670815025,7.026135038,1.490723915
0.55,426.9865196,43.59,0.689493141,7.026387973,1.45034075
0.36,279.4820856,43.59,0.689493141,7.026387973,1.45034075
0.34,263.9032979,43.58,0.689366718,7.026374304,1.450606729
0.16,124.1897873,43.58,0.689366718,7.026374304,1.450606729
0.22,170.7946078,43.59,0.689493141,7.026387973,1.45034075
0.45,349.2837767,43.58,0.689366718,7.026374304,1.450606729
0.52,403.6168086,43.58,0.689366718,7.026374304,1.450606729
0.61,473.380245,43.57,0.689240274,7.026360628,1.45087285
0.54,419.0579218,43.57,0.689240274,7.026360628,1.45087285
0.6,465.6199131,43.57,0.689240274,7.026360628,1.45087285
0.63,488.8045139,43.56,0.689113808,7.026346945,1.451139112
0.58,450.0105049,43.56,0.689113808,7.026346945,1.451139112
0.52,403.4912624,43.56,0.689113808,7.026430143,1.451139112
0.55,426.6854291,43.55,0.688987322,7.026416451,1.451405516
0.55,426.6854291,43.55,0.688987322,7.026416451,1.451405516
0.47,364.622094,43.55,0.688987322,7.026416451,1.451405516
0.52,403.3320811,43.54,0.688860815,7.026402752,1.451672063
0.57,442.114012,43.54,0.688860815,7.026402752,1.451672063
0.48,372.2330497,43.53,0.688734286,7.026389044,1.451938752
0.5,387.7427601,43.53,0.688734286,7.026389044,1.451938752
0.41,297.7939108,40.4,0.648119901,7.021679359,1.542924385
0.38,277.41288,40.65,0.651436559,7.021666229,1.535068898
0.37,271.4773774,40.9,0.654740814,7.021646911,1.527321925
0.34,250.7130359,41.15,0.658032604,7.021619463,1.51968154
0.64,474.306918,41.4,0.661311865,7.021671463,1.512145861
0.59,439.3952542,41.65,0.664578537,7.02163432,1.504713055
0.59,441.5277585,41.9,0.667832555,7.021591436,1.49738133
0.6,451.1677541,42.15,0.67107386,7.021540929,1.490148939
0.64,483.5347411,42.4,0.674302388,7.021486891,1.483014176
0.59,447.8577374,42.65,0.677518078,7.021427417,1.475975377
0.4,305.01177,42.89,0.680593006,7.021431891,1.469306901
0.38,291.0991425,43.14,0.683783357,7.021362073,1.462451507
0.56,430.9484555,43.39,0.686960689,7.021285195,1.455687372
0.6,463.7289473,43.63,0.689998625,7.021191515,1.449278251
0.63,489.0979498,43.88,0.693150266,7.021106704,1.442688618
0.62,483.3770919,44.12,0.696163428,7.021003715,1.436444318
0.35,274.04344,44.36,0.699164374,7.020978167,1.430278826
0.52,408.8449788,44.6,0.702153053,7.020866401,1.424190916
0.52,410.6076633,44.85,0.705253159,7.020763086,1.417930551
0.65,515.3541997,45.09,0.708216629,7.020642606,1.411997345
0.68,541.3178549,45.33,0.711167673,7.020516169,1.406138155
0.66,527.5964908,45.58,0.714228408,7.020399683,1.40011233
0.66,529.6353368,45.81,0.717032275,7.020338595,1.394637361
0.65,523.6583767,46.05,0.71994573,7.02020188,1.388993584
0.66,533.8773231,46.3,0.722967146,7.020073024,1.383188718
0.59,479.0052368,46.53,0.725734693,7.01991504,1.377914008
0.55,448.2330226,46.77,0.728610099,7.019766771,1.372476172
0.61,499.0084804,47.01,0.731472722,7.019614762,1.367104979
0.6,492.6199988,47.24,0.734204025,7.019532033,1.362019229
0.58,477.8810258,47.47,0.736923498,7.019360172,1.356992962
0.59,487.9046089,47.71,0.739748547,7.019197608,1.351810699
0.51,423.2809697,47.95,0.742560616,7.019031517,1.346691406
0.6,500.3342785,48.28,0.746405928,7.018587744,1.339753562
0.66,552.9364855,48.61,0.750226479,7.018138731,1.332930826
0.67,563.9961272,48.95,0.754136773,7.017706482,1.326019411
0.64,541.1798778,49.28,0.757906665,7.017233852,1.319423679
0.59,501.1324702,49.61,0.761651414,7.016769509,1.312936576
0.6,511.7945807,49.93,0.765258558,7.016290476,1.306747882
0.63,539.8127999,50.27,0.769064992,7.015837671,1.300280225
0.67,576.5978303,50.6,0.772733573,7.015443544,1.294107095
0.7,604.9631263,50.93,0.776376522,7.01496012,1.288034828
0.73,633.4256858,51.25,0.779884483,7.014462899,1.28224118
0.73,636.122808,51.59,0.783585035,7.013978075,1.27618568
0.71,621.1105642,51.91,0.787042703,7.013472189,1.270579088
0.7,614.7200982,52.23,0.790475821,7.012962192,1.265060832
0.65,573.0597555,52.56,0.793990399,7.012456823,1.259461074
0.34,300.9211799,52.89,0.797478637,7.011958263,1.253952085
0.62,550.7610113,53.21,0.800835908,7.011435991,1.248695257
0.6,534.9307965,53.53,0.804168199,7.010909839,1.243520947
0.43,384.7397401,53.85,0.807475405,7.010379858,1.238427812
0.63,565.7525956,54.18,0.810859581,7.009852715,1.233259153
0.59,531.6029701,54.49,0.814014154,7.009307181,1.228479867
0.6,542.4655872,54.81,0.817245492,7.008766022,1.223622534
0.61,553.4158642,55.13,0.820451338,7.008306733,1.21884133
0.59,537.0571197,55.45,0.823631592,7.007769145,1.214135069
0.61,557.0815961,55.77,0.826786155,7.00721724,1.209502595
0.59,540.4879157,56.08,0.829817545,7.006654449,1.205084185
0.49,450.2461089,56.39,0.832824643,7.006076401,1.200732962
0.52,479.3140383,56.71,0.835903171,7.005524959,1.19631081
0.62,573.1835139,57.02,0.838860632,7.004952434,1.192093135
0.62,574.8565105,57.33,0.841793536,7.004376765,1.187939747
0.63,585.6691238,57.65,0.844795201,7.003451501,1.183718845
0.63,587.1857154,57.97,0.847770515,7.002521909,1.179564496
0.63,588.6122947,58.28,0.850627633,7.001583993,1.175602532
0.61,571.4146904,58.61,0.853641718,7.000655228,1.171451652
0.62,582.141391,58.92,0.856447337,6.999711609,1.167614116
0.55,517.6076061,59.23,0.859227884,6.998775541,1.1638356
0.58,547.0653188,59.54,0.861983279,6.99781479,1.160115311
0.61,576.6409213,59.85,0.864713441,6.996873184,1.156452477
0.46,435.8343149,60.17,0.867505119,6.995924815,1.152730949
0.45,427.2214647,60.47,0.870097744,6.994959952,1.149296164
0.55,523.2496976,60.78,0.872751729,6.993999936,1.145801225
0.42,400.3897049,61.09,0.875380165,6.993035916,1.142360816
0.62,592.1769752,61.39,0.877899415,6.99206459,1.13908266
0.54,516.7346947,61.69,0.880394596,6.991100787,1.135854314
0.59,565.6061848,61.99,0.882865641,6.990113043,1.132675181
0.48,461.0228357,62.29,0.885312482,6.989231361,1.129544675
0.55,529.1244202,62.58,0.887654691,6.988233077,1.126564204
0.5,481.8527731,62.88,0.890053735,6.987259239,1.123527671
0.53,511.573801,63.17,0.892349617,6.986267407,1.120637002
0.48,464.0301187,63.46,0.894622639,6.985271919,1.117789733
0.52,503.4616703,63.75,0.896872742,6.984275348,1.114985386
0.55,533.2480261,64.03,0.899023454,6.983269813,1.112318033
0.63,611.6420938,64.31,0.901152695,6.982263319,1.109689851
0.63,612.4605592,64.59,0.903260416,6.981264384,1.107100436
0.65,632.7161905,64.87,0.905346565,6.980242346,1.104549395
0.64,623.722884,65.14,0.907337732,6.979233813,1.102125444
0.57,556.142127,65.41,0.90930875,6.978213387,1.099736476
0.52,507.9685013,65.69,0.91133144,6.977194536,1.097295623
0.35,342.2466402,65.95,0.913190165,6.976164906,1.095062166
0.41,401.3433604,66.22,0.915100476,6.975136851,1.092776177
0.53,519.3046579,66.48,0.916920829,6.97410314,1.090606701
0.6,588.1439618,66.64,0.918031664,6.973320772,1.089287047
0.51,500.1308882,66.8,0.919135339,6.972536293,1.087979057
0.52,510.1455757,66.96,0.920231847,6.971752228,1.086682669
0.47,461.2767329,67.12,0.921321179,6.97096731,1.08539782
0.6,589.0917524,67.28,0.922403327,6.970180275,1.084124451
0.6,589.2690551,67.43,0.923411307,6.969389027,1.082941039
0.6,589.4412002,67.58,0.924412959,6.968596976,1.081767613
0.52,510.9931204,67.73,0.925408274,6.967802856,1.080604127
0.64,629.0872423,67.88,0.926397247,6.967009193,1.07945053
0.62,609.5445046,68.02,0.92731456,6.966210205,1.078382722
0.63,619.4884467,68.16,0.928226337,6.965409189,1.07732345
0.65,639.2668127,68.3,0.929132572,6.964608677,1.076272677
0.63,619.7009418,68.44,0.930033259,6.963807401,1.075230365
0.49,482.0309734,68.57,0.930864639,6.962999665,1.074270047
0.6,590.2894621,68.7,0.931691228,6.962192474,1.073316964
0.63,619.8496399,68.83,0.93251302,6.961384558,1.072371087
0.64,629.6849359,68.95,0.933267336,6.960570281,1.071504339
0.51,501.7750895,69.07,0.934017559,6.959756585,1.070643684
0.63,619.8299792,69.19,0.934763684,6.958942199,1.069789099
0.55,541.1090412,69.31,0.93550571,6.958125844,1.068940563
0.6,590.2434594,69.42,0.936182295,6.957305781,1.068168033
0.59,580.3468917,69.53,0.936855429,6.956485056,1.06740055
0.55,540.9428588,69.64,0.93752511,6.95566239,1.066638098
0.55,540.8453187,69.74,0.938130913,6.954836095,1.065949311
0.48,471.9234158,69.84,0.938733858,6.954009164,1.065264656
0.49,481.6637225,69.94,0.939333943,6.953180313,1.064584121
0.5,491.3657141,70.03,0.939871573,6.952347904,1.063975152
0.55,540.359812,70.12,0.940406885,6.951514878,1.063369501
0.52,510.7485763,70.21,0.940939876,6.950679949,1.062767161
0.55,540.0327537,70.29,0.941411696,6.949841519,1.062234519
0.44,431.7755125,70.28,0.941352819,6.949323627,1.062300956
0.37,362.9026129,70.27,0.941293913,6.948886635,1.062367435
0.36,352.8930986,70.26,0.941234979,6.948378881,1.062433954
0.5,489.8842764,70.25,0.941176015,6.947941479,1.062500514
0.6,587.5193634,70.24,0.941117023,6.947422615,1.062567115
0.54,528.4674379,70.22,0.940998953,6.946980582,1.062700438
0.6,586.8443149,70.21,0.940939876,6.946461222,1.062767161
0.59,576.7860179,70.2,0.940880769,6.946042941,1.062833924
0.59,576.4059506,70.18,0.94076247,6.945509524,1.062967574
0.56,546.7911759,70.16,0.940644056,6.945075935,1.063101386
0.49,478.1588077,70.15,0.940584806,6.944546262,1.063168354
0.45,438.9090969,70.14,0.940525528,6.944116507,1.063235362
0.43,419.1334225,70.12,0.940406885,6.943602012,1.063369501
0.45,438.3780175,70.1,0.940288127,6.943158221,1.063503804
0.48,467.2984006,70.08,0.940169255,6.942632564,1.06363827
0.23,223.7860409,70.06,0.940050268,6.942188319,1.0637729
0.55,534.7912579,70.04,0.939931167,6.941662133,1.063907694
0.56,544.2404994,70.03,0.939871573,6.941221776,1.063975152
0.56,543.8906777,70.01,0.9397523,6.940705711,1.064110191
0.52,504.757146,69.99,0.939632913,6.94026988,1.064245395
0.5,484.9883872,69.96,0.939453617,6.939728959,1.064448507
0.43,416.8549684,69.94,0.939333943,6.93929266,1.064584121
0.31,300.3236813,69.92,0.939214155,6.938755571,1.064719899
0.2,193.6499448,69.9,0.939094252,6.938329463,1.064855841
0.13,125.7813024,69.87,0.938914184,6.937796727,1.065060064
0.34,328.7775305,69.85,0.938793995,6.937350196,1.065196417
0.24,231.9099241,69.82,0.938613497,6.936816889,1.065401257
0.27,260.7485963,69.8,0.938493023,6.936369888,1.065538023
0.28,270.2124038,69.77,0.938312096,6.935846666,1.065743481
0.27,260.411874,69.75,0.938191336,6.935399196,1.06588066
0.27,260.2224224,69.72,0.938009981,6.934864745,1.066086737
0.34,327.5956406,69.68,0.937767774,6.934842642,1.066362086
0.48,462.3677066,69.63,0.937464373,6.934906175,1.066707204
0.32,308.1583148,69.59,0.937221138,6.934883961,1.066984044
0.44,423.5685762,69.54,0.936916452,6.934857147,1.067331028
0.48,461.9856993,69.5,0.936672189,6.934925021,1.067609364
0.54,519.5501337,69.45,0.936366219,6.934898068,1.067958219
0.41,394.3610658,69.41,0.936120929,6.934875632,1.068238054
0.45,432.7205536,69.36,0.935813676,6.93493873,1.068588786
0.42,403.7286383,69.31,0.93550571,6.934911563,1.068940563
0.52,499.7112912,69.27,0.935258824,6.934888953,1.069222738
0.52,499.5774667,69.22,0.934949575,6.934951823,1.069576399
0.43,412.9638701,69.17,0.934639615,6.934924441,1.06993111
0.37,355.2131359,69.12,0.934328942,6.934896981,1.070286871
0.39,374.3125066,69.07,0.934017559,6.934959609,1.070643684
0.3,287.8491518,69.03,0.93376794,6.934936699,1.070929893
0.18,172.6468825,68.98,0.933455276,6.934909023,1.071288605
0.3,287.6661534,68.93,0.933141901,6.934971421,1.071648373
0.36,345.0486819,68.87,0.932764913,6.93493884,1.072081492
0.38,364.0849118,68.82,0.932449975,6.934910916,1.072443591
0.4,383.1413477,68.77,0.932134327,6.934973054,1.072806752
0.36,344.700502,68.72,0.931817969,6.934944973,1.073170976
0.47,449.8598584,68.67,0.931500902,6.934916813,1.073536266
0.53,507.1471043,68.62,0.931183125,6.934978704,1.073902622
0.44,420.8409903,68.56,0.930800857,6.934945546,1.074343661
0.3,286.8304482,68.51,0.93048152,6.934917136,1.07471237
0.35,334.5410391,68.46,0.930161475,6.934978763,1.075082152
0.41,391.7156233,68.4,0.929776486,6.934945305,1.075527307
0.19,181.4587622,68.35,0.929454883,6.934916642,1.075899453
0.37,353.2399206,68.29,0.929068024,6.934973081,1.076347451
0.34,324.4765826,68.24,0.928744864,6.934944243,1.07672197
0.43,410.4706498,68.21,0.928550629,6.93540487,1.0769472
0.48,458.2728845,68.18,0.928356138,6.935773849,1.07717282
0.42,401.0891945,68.15,0.928161394,6.936234046,1.07739883
0.38,362.94775,68.12,0.927966395,6.93660267,1.077625231
0.51,487.1989221,68.08,0.927706,6.937057464,1.077927705
0.5,477.6845388,68.04,0.927445153,6.937419355,1.078230876
0.39,372.6582381,68,0.927183855,6.937873688,1.078534743
0.45,429.9923681,67.95,0.926856596,6.938231579,1.078915557
0.44,420.4768993,67.9,0.926528631,6.938680425,1.079297462
0.46,439.5906576,67.85,0.926199961,6.939037887,1.079680461
0.52,496.9367049,67.79,0.925804625,6.939481186,1.080141504
0.52,496.8988172,67.73,0.925408274,6.939833147,1.080604127
0.54,516.0171488,67.67,0.925010909,6.940275887,1.081068332
0.43,410.8699646,67.61,0.924612529,6.940627364,1.081534122
0.39,372.6244942,67.54,0.924146471,6.941064436,1.082079553
0.41,391.6701941,67.47,0.923679033,6.941408898,1.082627151
0.4,382.090043,67.4,0.923210217,6.941845344,1.083176921
0.32,305.5980029,67.32,0.92267274,6.942185474,1.083807895
0.43,410.584069,67.24,0.922133464,6.942616086,1.08444172
0.42,400.9679397,67.17,0.921660123,6.942960795,1.084998662
0.48,458.1400103,67.08,0.92104952,6.943385489,1.085717954
0.3,286.2651684,67,0.920504853,6.943724354,1.086360377
0.2,190.7968279,66.91,0.919889959,6.944148272,1.087086548
0.45,429.1133317,66.81,0.919204081,6.944475869,1.087897694
0.48,457.6058813,66.72,0.918584397,6.944898961,1.088631598
0.48,457.4473268,66.63,0.917962446,6.945229718,1.089369183
0.52,495.3999222,66.53,0.917268733,6.94564662,1.090193052
0.45,428.5256074,66.43,0.916572226,6.945972601,1.091021494
0.51,485.4937374,66.33,0.915872927,6.946388591,1.091854525
0.4,380.5798908,66.22,0.915100476,6.94670826,1.092776177
0.45,427.9646223,66.11,0.914324652,6.947117802,1.093703421
0.48,456.4273628,65.97,0.913332366,6.948054173,1.094891671
0.47,446.9258426,65.84,0.912406074,6.949085396,1.096003225
0.48,456.3210293,65.69,0.91133144,6.950014376,1.097295623
0.5,475.1658334,65.53,0.910178279,6.950925834,1.098685854
0.3,285.0486058,65.38,0.909090744,6.951942878,1.100000199
0.27,256.4503824,65.22,0.90792384,6.952863306,1.101413969
0.36,341.7761427,65.05,0.906676246,6.95377706,1.102929524
0.43,408.0800994,64.88,0.90542067,6.954789162,1.104458991
0.31,294.0287163,64.7,0.90408255,6.955695025,1.106093686
0.36,341.279357,64.52,0.902735506,6.956678292,1.107744177
0.44,416.8317908,64.33,0.901303961,6.957576032,1.109503612
0.31,293.4702653,64.14,0.899862505,6.958472605,1.111280884
0.39,368.9385526,63.94,0.898334492,6.95945144,1.113171106
0.44,415.9328083,63.75,0.896872742,6.960345579,1.114985386
0.46,434.4325147,63.54,0.895245648,6.961226536,1.117011852
0.55,518.975866,63.33,0.893606529,6.962184107,1.119060759
0.56,527.8988458,63.12,0.891955405,6.963062323,1.121132284
0.4,376.6977123,62.91,0.890292299,6.963939218,1.123226609
0.2,188.1577653,62.69,0.88853717,6.964897499,1.125445321
0.36,338.2705643,62.46,0.886688256,6.965759127,1.127792089
0.34,319.1120974,62.24,0.884906359,6.966625554,1.130063074
0.19,178.1157667,62.01,0.883029518,6.96756157,1.132464974
0.14,131.0612979,61.77,0.881055904,6.968412193,1.135001758
0.16,149.5878558,61.53,0.879066832,6.969359701,1.137569936
